layer_idx_in_block,layer_name,role,out_features,in_features,n_params,kl_div,top1_disagree,elapsed_s
0,model.layers.0.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0010542880045250058,0.010416666977107525,0.17720603942871094
0,model.layers.0.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.0024899987038224936,0.01302083395421505,0.12554001808166504
0,model.layers.0.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.09264124929904938,0.0442708358168602,0.12809395790100098
0,model.layers.0.self_attn.o_proj,attn_out,4096,4096,16777216,0.0838577076792717,0.02083333395421505,0.12721896171569824
0,model.layers.0.mlp.gate_proj,mlp_up,14336,4096,58720256,0.008639516308903694,0.01302083395421505,0.1331324577331543
0,model.layers.0.mlp.up_proj,mlp_up,14336,4096,58720256,0.07025370001792908,0.0338541679084301,0.13228201866149902
0,model.layers.0.mlp.down_proj,mlp_down,4096,14336,58720256,0.08343784511089325,0.0416666679084301,0.13262510299682617
1,model.layers.1.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0031277015805244446,0.02083333395421505,0.1286320686340332
1,model.layers.1.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.0016689504263922572,0.01302083395421505,0.1293630599975586
1,model.layers.1.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.006356445606797934,0.02083333395421505,0.12493562698364258
1,model.layers.1.self_attn.o_proj,attn_out,4096,4096,16777216,0.005131599958986044,0.015625,0.1285536289215088
1,model.layers.1.mlp.gate_proj,mlp_up,14336,4096,58720256,0.01643378473818302,0.0234375,0.13536405563354492
1,model.layers.1.mlp.up_proj,mlp_up,14336,4096,58720256,0.0074902987107634544,0.0260416679084301,0.13214445114135742
1,model.layers.1.mlp.down_proj,mlp_down,4096,14336,58720256,0.13830333948135376,0.0546875,0.13168644905090332
2,model.layers.2.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0016461474588140845,0.0078125,0.1293952465057373
2,model.layers.2.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.008184438571333885,0.0234375,0.1264934539794922
2,model.layers.2.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.002898331731557846,0.0182291679084301,0.12765908241271973
2,model.layers.2.self_attn.o_proj,attn_out,4096,4096,16777216,0.0035959212109446526,0.01302083395421505,0.12993597984313965
2,model.layers.2.mlp.gate_proj,mlp_up,14336,4096,58720256,0.012198607437312603,0.02083333395421505,0.12773489952087402
2,model.layers.2.mlp.up_proj,mlp_up,14336,4096,58720256,0.01684059575200081,0.0234375,0.13052845001220703
2,model.layers.2.mlp.down_proj,mlp_down,4096,14336,58720256,0.04394475743174553,0.0390625,0.13291382789611816
3,model.layers.3.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0035386011004447937,0.0260416679084301,0.12730050086975098
3,model.layers.3.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.00912993773818016,0.02864583395421505,0.12693190574645996
3,model.layers.3.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.002649419941008091,0.0182291679084301,0.13156747817993164
3,model.layers.3.self_attn.o_proj,attn_out,4096,4096,16777216,0.0045011043548583984,0.02864583395421505,0.12802672386169434
3,model.layers.3.mlp.gate_proj,mlp_up,14336,4096,58720256,0.061540912836790085,0.0260416679084301,0.13124871253967285
3,model.layers.3.mlp.up_proj,mlp_up,14336,4096,58720256,0.009686416015028954,0.02083333395421505,0.13194680213928223
3,model.layers.3.mlp.down_proj,mlp_down,4096,14336,58720256,0.017802074551582336,0.0338541679084301,0.13318419456481934
4,model.layers.4.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0030682794749736786,0.01302083395421505,0.12737536430358887
4,model.layers.4.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.004916977137327194,0.02083333395421505,0.12690067291259766
4,model.layers.4.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0025019897148013115,0.02083333395421505,0.13237214088439941
4,model.layers.4.self_attn.o_proj,attn_out,4096,4096,16777216,0.0063741072081029415,0.02083333395421505,0.12696480751037598
4,model.layers.4.mlp.gate_proj,mlp_up,14336,4096,58720256,0.036564216017723083,0.0260416679084301,0.13150906562805176
4,model.layers.4.mlp.up_proj,mlp_up,14336,4096,58720256,0.01690472848713398,0.0260416679084301,0.13094568252563477
4,model.layers.4.mlp.down_proj,mlp_down,4096,14336,58720256,0.03760267794132233,0.0338541679084301,0.13280677795410156
5,model.layers.5.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.00201206561177969,0.0078125,0.1275327205657959
5,model.layers.5.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.0009390508639626205,0.010416666977107525,0.12738251686096191
5,model.layers.5.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.005198288708925247,0.01302083395421505,0.12683916091918945
5,model.layers.5.self_attn.o_proj,attn_out,4096,4096,16777216,0.004709023050963879,0.0260416679084301,0.1279919147491455
5,model.layers.5.mlp.gate_proj,mlp_up,14336,4096,58720256,0.019623547792434692,0.0234375,0.13246774673461914
5,model.layers.5.mlp.up_proj,mlp_up,14336,4096,58720256,0.020589319989085197,0.0182291679084301,0.13242340087890625
5,model.layers.5.mlp.down_proj,mlp_down,4096,14336,58720256,0.014441676437854767,0.0338541679084301,0.13113117218017578
6,model.layers.6.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0006160027114674449,0.0078125,0.13049721717834473
6,model.layers.6.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.0004103368555661291,0.0052083334885537624,0.1262986660003662
6,model.layers.6.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0008258800953626633,0.010416666977107525,0.12918424606323242
6,model.layers.6.self_attn.o_proj,attn_out,4096,4096,16777216,0.00578195508569479,0.0052083334885537624,0.126007080078125
6,model.layers.6.mlp.gate_proj,mlp_up,14336,4096,58720256,0.008301761001348495,0.0234375,0.13080978393554688
6,model.layers.6.mlp.up_proj,mlp_up,14336,4096,58720256,0.009364060126245022,0.02864583395421505,0.13283610343933105
6,model.layers.6.mlp.down_proj,mlp_down,4096,14336,58720256,0.03331683203577995,0.0182291679084301,0.13025569915771484
7,model.layers.7.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0007955575129017234,0.01302083395421505,0.12959671020507812
7,model.layers.7.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.0012521286262199283,0.0078125,0.12563395500183105
7,model.layers.7.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0019288215553388,0.015625,0.13049101829528809
7,model.layers.7.self_attn.o_proj,attn_out,4096,4096,16777216,0.005138193257153034,0.0078125,0.12834453582763672
7,model.layers.7.mlp.gate_proj,mlp_up,14336,4096,58720256,0.009363960474729538,0.0234375,0.13086247444152832
7,model.layers.7.mlp.up_proj,mlp_up,14336,4096,58720256,0.009810335002839565,0.0234375,0.13550257682800293
7,model.layers.7.mlp.down_proj,mlp_down,4096,14336,58720256,0.03198177367448807,0.02083333395421505,0.13193368911743164
8,model.layers.8.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0008763412479311228,0.0052083334885537624,0.12966227531433105
8,model.layers.8.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.001968671102076769,0.0182291679084301,0.12808012962341309
8,model.layers.8.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0008656233549118042,0.0026041667442768812,0.12896275520324707
8,model.layers.8.self_attn.o_proj,attn_out,4096,4096,16777216,0.004090011119842529,0.0338541679084301,0.12700533866882324
8,model.layers.8.mlp.gate_proj,mlp_up,14336,4096,58720256,0.008742482401430607,0.02083333395421505,0.13611936569213867
8,model.layers.8.mlp.up_proj,mlp_up,14336,4096,58720256,0.011365270242094994,0.0234375,0.13697028160095215
8,model.layers.8.mlp.down_proj,mlp_down,4096,14336,58720256,0.015575647354125977,0.0260416679084301,0.1333940029144287
9,model.layers.9.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0007186002912931144,0.0052083334885537624,0.1284172534942627
9,model.layers.9.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.0003976812004111707,0.0052083334885537624,0.12439441680908203
9,model.layers.9.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0015372009947896004,0.0052083334885537624,0.12874150276184082
9,model.layers.9.self_attn.o_proj,attn_out,4096,4096,16777216,0.005749076139181852,0.015625,0.1297903060913086
9,model.layers.9.mlp.gate_proj,mlp_up,14336,4096,58720256,0.003229203401133418,0.010416666977107525,0.1327223777770996
9,model.layers.9.mlp.up_proj,mlp_up,14336,4096,58720256,0.007166279014199972,0.0182291679084301,0.13411641120910645
9,model.layers.9.mlp.down_proj,mlp_down,4096,14336,58720256,0.014655890874564648,0.03125,0.13304829597473145
10,model.layers.10.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0004882897483184934,0.0078125,0.12880945205688477
10,model.layers.10.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.0008907683077268302,0.0052083334885537624,0.1284935474395752
10,model.layers.10.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.001061776652932167,0.010416666977107525,0.1275191307067871
10,model.layers.10.self_attn.o_proj,attn_out,4096,4096,16777216,0.004216599278151989,0.015625,0.1330399513244629
10,model.layers.10.mlp.gate_proj,mlp_up,14336,4096,58720256,0.0031648981384932995,0.015625,0.13222455978393555
10,model.layers.10.mlp.up_proj,mlp_up,14336,4096,58720256,0.007985994219779968,0.0182291679084301,0.13182425498962402
10,model.layers.10.mlp.down_proj,mlp_down,4096,14336,58720256,0.006775624118745327,0.01302083395421505,0.13188505172729492
11,model.layers.11.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0005584402242675424,0.0026041667442768812,0.12940478324890137
11,model.layers.11.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.0014709261013194919,0.010416666977107525,0.12774181365966797
11,model.layers.11.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0007736791158095002,0.010416666977107525,0.12753844261169434
11,model.layers.11.self_attn.o_proj,attn_out,4096,4096,16777216,0.009166384115815163,0.0260416679084301,0.13499784469604492
11,model.layers.11.mlp.gate_proj,mlp_up,14336,4096,58720256,0.010555362328886986,0.0260416679084301,0.13129234313964844
11,model.layers.11.mlp.up_proj,mlp_up,14336,4096,58720256,0.0043559325858950615,0.0234375,0.1314561367034912
11,model.layers.11.mlp.down_proj,mlp_down,4096,14336,58720256,0.0075058769434690475,0.0234375,0.13132381439208984
12,model.layers.12.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0004263484734110534,0.0052083334885537624,0.12857413291931152
