layer_idx_in_block,layer_name,role,out_features,in_features,n_params,kl_div,top1_disagree,n_valid_positions,elapsed_s
0,model.language_model.layers.0.self_attn.q_proj,attn_qkv,2048,2560,5242880,0.10203880071640015,0.06735751032829285,193,0.16704106330871582
0,model.language_model.layers.0.self_attn.k_proj,attn_qkv,512,2560,1310720,0.267489492893219,0.10880828648805618,193,0.16701340675354004
0,model.language_model.layers.0.self_attn.v_proj,attn_qkv,512,2560,1310720,1.0375105142593384,0.2694300413131714,193,0.15695881843566895
0,model.language_model.layers.0.self_attn.o_proj,attn_out,2560,2048,5242880,0.5750704407691956,0.2331606149673462,193,0.1603395938873291
0,model.language_model.layers.0.mlp.gate_proj,mlp_up,10240,2560,26214400,0.5240617394447327,0.21761657297611237,193,0.1690680980682373
0,model.language_model.layers.0.mlp.up_proj,mlp_up,10240,2560,26214400,0.5266823768615723,0.19170984625816345,193,0.17084527015686035
0,model.language_model.layers.0.mlp.down_proj,mlp_down,2560,10240,26214400,1.6287055015563965,0.3419688940048218,193,0.17685174942016602
0,model.language_model.layers.0.per_layer_input_gate,other,256,2560,655360,1.1047239303588867,0.2694300413131714,193,0.16090083122253418
0,model.language_model.layers.0.per_layer_projection,other,2560,256,655360,0.46774837374687195,0.19170984625816345,193,0.1540515422821045
1,model.language_model.layers.1.self_attn.q_proj,attn_qkv,2048,2560,5242880,0.3153044879436493,0.12435232847929001,193,0.15956377983093262
1,model.language_model.layers.1.self_attn.k_proj,attn_qkv,512,2560,1310720,0.1235945075750351,0.09326424449682236,193,0.16106128692626953
1,model.language_model.layers.1.self_attn.v_proj,attn_qkv,512,2560,1310720,0.7565016746520996,0.21243523061275482,193,0.16842436790466309
1,model.language_model.layers.1.self_attn.o_proj,attn_out,2560,2048,5242880,0.8749417662620544,0.25388601422309875,193,0.16428899765014648
1,model.language_model.layers.1.mlp.gate_proj,mlp_up,10240,2560,26214400,0.8486590385437012,0.2331606149673462,193,0.17260026931762695
1,model.language_model.layers.1.mlp.up_proj,mlp_up,10240,2560,26214400,0.4066891074180603,0.15025906264781952,193,0.16625666618347168
1,model.language_model.layers.1.mlp.down_proj,mlp_down,2560,10240,26214400,0.8653866052627563,0.20725387334823608,193,0.17248225212097168
1,model.language_model.layers.1.per_layer_input_gate,other,256,2560,655360,0.29138895869255066,0.15025906264781952,193,0.1661543846130371
1,model.language_model.layers.1.per_layer_projection,other,2560,256,655360,0.08445114642381668,0.07253886014223099,193,0.16537857055664062
2,model.language_model.layers.2.self_attn.q_proj,attn_qkv,2048,2560,5242880,0.2155941277742386,0.09326424449682236,193,0.16567015647888184
2,model.language_model.layers.2.self_attn.k_proj,attn_qkv,512,2560,1310720,0.39123696088790894,0.15544040501117706,193,0.16319704055786133
2,model.language_model.layers.2.self_attn.v_proj,attn_qkv,512,2560,1310720,0.5293343663215637,0.1709844470024109,193,0.15696334838867188
2,model.language_model.layers.2.self_attn.o_proj,attn_out,2560,2048,5242880,0.8099977970123291,0.25388601422309875,193,0.162214994430542
2,model.language_model.layers.2.mlp.gate_proj,mlp_up,10240,2560,26214400,0.9865028858184814,0.2590673565864563,193,0.1741960048675537
2,model.language_model.layers.2.mlp.up_proj,mlp_up,10240,2560,26214400,0.7380931377410889,0.24870465695858002,193,0.17293548583984375
2,model.language_model.layers.2.mlp.down_proj,mlp_down,2560,10240,26214400,0.7685377597808838,0.22797927260398865,193,0.17102432250976562
2,model.language_model.layers.2.per_layer_input_gate,other,256,2560,655360,0.34180715680122375,0.14507772028446198,193,0.1634235382080078
2,model.language_model.layers.2.per_layer_projection,other,2560,256,655360,0.13186180591583252,0.06735751032829285,193,0.15380287170410156
3,model.language_model.layers.3.self_attn.q_proj,attn_qkv,2048,2560,5242880,0.10800841450691223,0.11917097866535187,193,0.161163330078125
3,model.language_model.layers.3.self_attn.k_proj,attn_qkv,512,2560,1310720,0.1325826495885849,0.0984455943107605,193,0.20565485954284668
3,model.language_model.layers.3.self_attn.v_proj,attn_qkv,512,2560,1310720,0.47009122371673584,0.19170984625816345,193,0.1609480381011963
3,model.language_model.layers.3.self_attn.o_proj,attn_out,2560,2048,5242880,0.5794851779937744,0.21243523061275482,193,0.15945076942443848
