layer_name,role,layer_index,layer_index_normalized,n_in,n_out,n_params,weight_kurtosis,weight_max_abs,weight_mean_abs,weight_outlier_ratio,effective_rank,condition_proxy
model.language_model.layers.16.self_attn.k_proj,attn_qkv,16,0.3902439024390244,2560,512,1310720,1.607734203338623,0.2158203125,0.0176239013671875,12.245887445887446,424.70404052734375,2.28506327491556
model.language_model.layers.16.self_attn.v_proj,attn_qkv,16,0.3902439024390244,2560,512,1310720,0.6617698669433594,0.1904296875,0.017852783203125,10.666666666666666,474.83197021484375,2.150529043959649
model.language_model.layers.16.self_attn.o_proj,attn_out,16,0.3902439024390244,2048,2560,5242880,2.42202091217041,0.447265625,0.01898193359375,23.562700964630224,1625.3359375,2.8347860795676882
model.language_model.layers.16.mlp.gate_proj,mlp_up,16,0.3902439024390244,2560,10240,26214400,2.0994815826416016,0.41796875,0.0176544189453125,23.675021607605878,2352.486083984375,3.7268130884477753
model.language_model.layers.16.mlp.up_proj,mlp_up,16,0.3902439024390244,2560,10240,26214400,1.6953821182250977,0.3671875,0.0178985595703125,20.514919011082693,2406.728515625,2.0421251641748506
model.language_model.layers.16.mlp.down_proj,mlp_down,16,0.3902439024390244,10240,2560,26214400,2.031247138977051,0.380859375,0.01261138916015625,30.199637023593468,2358.64013671875,2.6109880302445885
model.language_model.layers.16.per_layer_input_gate,other,16,0.3902439024390244,2560,256,655360,9.96126937866211,0.427734375,0.01148223876953125,37.25182724252492,230.25930786132812,3.16543727053139
model.language_model.layers.16.per_layer_projection,other,16,0.3902439024390244,256,2560,655360,7.254015922546387,0.6796875,0.040557861328125,16.75846501128668,198.8931121826172,3.2094166908158117
model.language_model.layers.17.self_attn.q_proj,attn_qkv,17,0.4146341463414634,2560,4096,10485760,1.5029525756835938,0.27734375,0.0174713134765625,15.874235807860263,1947.0457763671875,3.282518287123251
model.language_model.layers.17.self_attn.k_proj,attn_qkv,17,0.4146341463414634,2560,1024,2621440,1.904503345489502,0.22265625,0.0162353515625,13.714285714285714,821.2940673828125,2.2455483487948555
model.language_model.layers.17.self_attn.v_proj,attn_qkv,17,0.4146341463414634,2560,1024,2621440,0.7001261711120605,0.2080078125,0.0171966552734375,12.095829636202307,937.848876953125,1.822142501721127
model.language_model.layers.17.self_attn.o_proj,attn_out,17,0.4146341463414634,4096,2560,10485760,2.2377514839172363,0.357421875,0.015106201171875,23.66060606060606,2041.5755615234375,3.429432441725323
model.language_model.layers.17.mlp.gate_proj,mlp_up,17,0.4146341463414634,2560,10240,26214400,2.2771568298339844,0.390625,0.0171051025390625,22.836752899197144,2325.674072265625,4.673528576582003
model.language_model.layers.17.mlp.up_proj,mlp_up,17,0.4146341463414634,2560,10240,26214400,1.7233219146728516,0.361328125,0.0175933837890625,20.537727666955767,2394.3603515625,2.413542461305608
model.language_model.layers.17.mlp.down_proj,mlp_down,17,0.4146341463414634,10240,2560,26214400,1.7277941703796387,0.322265625,0.0125274658203125,25.724725943970768,2353.296142578125,2.6204771449695143
model.language_model.layers.17.per_layer_input_gate,other,17,0.4146341463414634,2560,256,655360,7.463495254516602,0.1708984375,0.0079803466796875,21.414913957934992,234.57449340820312,2.474942585773524
model.language_model.layers.17.per_layer_projection,other,17,0.4146341463414634,256,2560,655360,8.129648208618164,0.703125,0.03564453125,19.726027397260275,176.9639892578125,2.171535348279552
model.language_model.layers.18.self_attn.q_proj,attn_qkv,18,0.43902439024390244,2560,2048,5242880,1.3932757377624512,0.263671875,0.0182342529296875,14.460251046025105,1465.510498046875,2.908527605088914
model.language_model.layers.18.self_attn.k_proj,attn_qkv,18,0.43902439024390244,2560,512,1310720,2.9942102432250977,0.26953125,0.0166778564453125,16.161024702653247,434.50286865234375,2.3884351101057804
model.language_model.layers.18.self_attn.v_proj,attn_qkv,18,0.43902439024390244,2560,512,1310720,0.3114299774169922,0.166015625,0.0178985595703125,9.27536231884058,485.6863708496094,1.847944344080928
model.language_model.layers.18.self_attn.o_proj,attn_out,18,0.43902439024390244,2048,2560,5242880,5.438051223754883,0.337890625,0.0181732177734375,18.592779177162047,1579.0899658203125,2.9155568081785206
model.language_model.layers.18.mlp.gate_proj,mlp_up,18,0.43902439024390244,2560,10240,26214400,2.502150535583496,0.419921875,0.0173187255859375,24.24669603524229,2338.145751953125,3.3835909034274287
model.language_model.layers.18.mlp.up_proj,mlp_up,18,0.43902439024390244,2560,10240,26214400,1.076707363128662,0.341796875,0.0180206298828125,18.966977138018628,2398.751953125,2.2549992462729094
model.language_model.layers.18.mlp.down_proj,mlp_down,18,0.43902439024390244,10240,2560,26214400,2.143822193145752,0.3203125,0.0113677978515625,28.177181208053693,2336.607666015625,2.7830432452752665
model.language_model.layers.18.per_layer_input_gate,other,18,0.43902439024390244,2560,256,655360,15.703926086425781,0.220703125,0.00852203369140625,25.89794091316025,222.0015106201172,1.8094385663688293
model.language_model.layers.18.per_layer_projection,other,18,0.43902439024390244,256,2560,655360,17.97248649597168,1.1796875,0.039215087890625,30.08249027237354,200.907958984375,2.7829286433905405
model.language_model.layers.19.self_attn.q_proj,attn_qkv,19,0.4634146341463415,2560,2048,5242880,1.5061593055725098,0.2490234375,0.0179595947265625,13.865760407816483,1410.3607177734375,3.1107943959246525
model.language_model.layers.19.self_attn.k_proj,attn_qkv,19,0.4634146341463415,2560,512,1310720,6.54228401184082,0.287109375,0.0160675048828125,17.86894586894587,408.90447998046875,2.0890090933202803
model.language_model.layers.19.self_attn.v_proj,attn_qkv,19,0.4634146341463415,2560,512,1310720,0.4790489673614502,0.1572265625,0.01806640625,8.702702702702704,482.5227355957031,1.5728010203798388
model.language_model.layers.19.self_attn.o_proj,attn_out,19,0.4634146341463415,2048,2560,5242880,2.8606996536254883,0.30859375,0.0192108154296875,16.063542494042892,1583.48583984375,2.7348832852109966
model.language_model.layers.19.mlp.gate_proj,mlp_up,19,0.4634146341463415,2560,10240,26214400,2.9574146270751953,0.5234375,0.01654052734375,31.645756457564577,2331.930419921875,3.53924596352595
model.language_model.layers.19.mlp.up_proj,mlp_up,19,0.4634146341463415,2560,10240,26214400,1.7397713661193848,0.33203125,0.017120361328125,19.393939393939394,2391.019775390625,2.2505786393761316
model.language_model.layers.19.mlp.down_proj,mlp_down,19,0.4634146341463415,10240,2560,26214400,1.8716578483581543,0.345703125,0.0110931396484375,31.163686382393397,2332.482177734375,2.8324917281700968
model.language_model.layers.19.per_layer_input_gate,other,19,0.4634146341463415,2560,256,655360,15.257535934448242,0.263671875,0.00860595703125,30.638297872340427,227.6786346435547,2.268770014188637
model.language_model.layers.19.per_layer_projection,other,19,0.4634146341463415,256,2560,655360,37.3386344909668,0.83984375,0.026397705078125,31.815028901734102,208.66053771972656,2.3834081190114493
model.language_model.layers.20.self_attn.q_proj,attn_qkv,20,0.4878048780487805,2560,2048,5242880,3.662290573120117,0.34765625,0.017242431640625,20.16283185840708,1403.839599609375,3.386317290286937
model.language_model.layers.20.self_attn.k_proj,attn_qkv,20,0.4878048780487805,2560,512,1310720,4.7749199867248535,0.263671875,0.01666259765625,15.824175824175825,432.38232421875,2.0129522689416683
model.language_model.layers.20.self_attn.v_proj,attn_qkv,20,0.4878048780487805,2560,512,1310720,0.7099487781524658,0.1669921875,0.0175933837890625,9.491760624457935,488.3896179199219,1.5616292463128187
model.language_model.layers.20.self_attn.o_proj,attn_out,20,0.4878048780487805,2048,2560,5242880,6.604767799377441,0.412109375,0.0183563232421875,22.450540315876975,1444.5081787109375,2.4575601498508295
model.language_model.layers.20.mlp.gate_proj,mlp_up,20,0.4878048780487805,2560,10240,26214400,4.396665096282959,0.48828125,0.0160980224609375,30.33175355450237,2310.41845703125,4.269692737855662
model.language_model.layers.20.mlp.up_proj,mlp_up,20,0.4878048780487805,2560,10240,26214400,2.288909912109375,0.318359375,0.016632080078125,19.141284403669726,2387.038330078125,2.0302029898838416
model.language_model.layers.20.mlp.down_proj,mlp_down,20,0.4878048780487805,10240,2560,26214400,3.231180191040039,0.30078125,0.0108489990234375,27.724331926863574,2341.12890625,3.018241142581309
model.language_model.layers.20.per_layer_input_gate,other,20,0.4878048780487805,2560,256,655360,7.255413055419922,0.1455078125,0.007572174072265625,19.216120906801006,233.34765625,2.482363560927172
model.language_model.layers.20.per_layer_projection,other,20,0.4878048780487805,256,2560,655360,41.82366180419922,0.78125,0.025482177734375,30.65868263473054,219.7557373046875,1.3399959333544091
model.language_model.layers.21.self_attn.q_proj,attn_qkv,21,0.5121951219512195,2560,2048,5242880,2.4292802810668945,0.28125,0.01546478271484375,18.186482486433153,1386.627197265625,3.1146995012785013
model.language_model.layers.21.self_attn.k_proj,attn_qkv,21,0.5121951219512195,2560,512,1310720,2.829009532928467,0.224609375,0.01470184326171875,15.277633627400103,425.8171081542969,2.348116268578958
model.language_model.layers.21.self_attn.v_proj,attn_qkv,21,0.5121951219512195,2560,512,1310720,3.7216620445251465,0.171875,0.01454925537109375,11.813319349764027,499.0848693847656,1.8631389736001434
model.language_model.layers.21.self_attn.o_proj,attn_out,21,0.5121951219512195,2048,2560,5242880,8.039177894592285,0.32421875,0.0159454345703125,20.333014354066986,1478.4124755859375,2.722017676576034
model.language_model.layers.21.mlp.gate_proj,mlp_up,21,0.5121951219512195,2560,10240,26214400,6.976097106933594,0.421875,0.016021728515625,26.33142857142857,2272.5205078125,3.96190338865519
model.language_model.layers.21.mlp.up_proj,mlp_up,21,0.5121951219512195,2560,10240,26214400,2.371796131134033,0.36328125,0.0167083740234375,21.742465753424657,2355.113525390625,1.8275786485427636
model.language_model.layers.21.mlp.down_proj,mlp_down,21,0.5121951219512195,10240,2560,26214400,4.945729732513428,0.390625,0.0106353759765625,36.72883787661406,2375.666015625,3.78077133137973
model.language_model.layers.21.per_layer_input_gate,other,21,0.5121951219512195,2560,256,655360,6.772540092468262,0.134765625,0.007801055908203125,17.275305623471883,231.092529296875,2.614462449505809
model.language_model.layers.21.per_layer_projection,other,21,0.5121951219512195,256,2560,655360,35.472286224365234,0.796875,0.02349853515625,33.91168831168831,235.52032470703125,1.4488417432154999
model.language_model.layers.22.self_attn.q_proj,attn_qkv,22,0.5365853658536586,2560,2048,5242880,4.686575889587402,0.28515625,0.0166778564453125,17.09789569990851,1390.091552734375,3.4104807022028343
model.language_model.layers.22.self_attn.k_proj,attn_qkv,22,0.5365853658536586,2560,512,1310720,2.480217456817627,0.2490234375,0.015533447265625,16.031434184675835,439.33648681640625,2.3117188734663796
model.language_model.layers.22.self_attn.v_proj,attn_qkv,22,0.5365853658536586,2560,512,1310720,7.189103126525879,0.2294921875,0.01446533203125,15.864978902953586,496.5579833984375,2.4323488910133797
model.language_model.layers.22.self_attn.o_proj,attn_out,22,0.5365853658536586,2048,2560,5242880,2.1893177032470703,0.3046875,0.0188446044921875,16.16842105263158,1562.946533203125,2.6086663214069477
model.language_model.layers.22.mlp.gate_proj,mlp_up,22,0.5365853658536586,2560,10240,26214400,5.804282188415527,0.392578125,0.01507568359375,26.040485829959515,2273.35400390625,4.531758650127724
model.language_model.layers.22.mlp.up_proj,mlp_up,22,0.5365853658536586,2560,10240,26214400,2.9043192863464355,0.31640625,0.01560211181640625,20.27970660146699,2369.464111328125,2.6094356882822205
model.language_model.layers.22.mlp.down_proj,mlp_down,22,0.5365853658536586,10240,2560,26214400,5.141847610473633,0.38671875,0.01038360595703125,37.24320352681852,2344.47802734375,4.645763122503783
model.language_model.layers.22.per_layer_input_gate,other,22,0.5365853658536586,2560,256,655360,20.652923583984375,0.0771484375,0.00319671630859375,24.13365155131265,170.96649169921875,3.7562274658648374
model.language_model.layers.22.per_layer_projection,other,22,0.5365853658536586,256,2560,655360,33.75593185424805,0.75390625,0.01947021484375,38.72100313479624,223.73597717285156,1.3146664233058702
model.language_model.layers.23.self_attn.q_proj,attn_qkv,23,0.5609756097560976,2560,4096,10485760,5.250970840454102,0.322265625,0.016937255859375,19.027027027027028,1640.3050537109375,3.8858656614590807
model.language_model.layers.23.self_attn.k_proj,attn_qkv,23,0.5609756097560976,2560,1024,2621440,3.8986973762512207,0.244140625,0.015625,15.625,772.8687744140625,1.6299483942169197
model.language_model.layers.23.self_attn.v_proj,attn_qkv,23,0.5609756097560976,2560,1024,2621440,5.928409576416016,0.23828125,0.0154266357421875,15.446092977250247,975.6741333007812,2.206426358658943
model.language_model.layers.23.self_attn.o_proj,attn_out,23,0.5609756097560976,4096,2560,10485760,3.028914451599121,0.326171875,0.0147247314453125,22.151295336787566,2158.8994140625,3.861943782956237
model.language_model.layers.23.mlp.gate_proj,mlp_up,23,0.5609756097560976,2560,10240,26214400,2.5431952476501465,0.337890625,0.0173797607421875,19.44161545215101,2253.608154296875,4.238071884220606
model.language_model.layers.23.mlp.up_proj,mlp_up,23,0.5609756097560976,2560,10240,26214400,1.1637043952941895,0.2890625,0.0182952880859375,15.799833194328608,2347.43115234375,2.49042677145124
model.language_model.layers.23.mlp.down_proj,mlp_down,23,0.5609756097560976,10240,2560,26214400,2.005120277404785,0.419921875,0.01125335693359375,37.31525423728814,2384.707275390625,3.745002240037652
model.language_model.layers.23.per_layer_input_gate,other,23,0.5609756097560976,2560,256,655360,7.998533248901367,0.0189208984375,0.0010747909545898438,17.604259094942325,225.1458740234375,1.830955399404649
model.language_model.layers.23.per_layer_projection,other,23,0.5609756097560976,256,2560,655360,3.0641279220581055,0.859375,0.048492431640625,17.72183763373191,180.85838317871094,3.3458813023228378
model.language_model.layers.24.self_attn.q_proj,attn_qkv,24,0.5853658536585366,2560,2048,5242880,4.007900714874268,0.34765625,0.0181732177734375,19.130142737195634,1480.5076904296875,2.293905212715277
model.language_model.layers.24.self_attn.o_proj,attn_out,24,0.5853658536585366,2048,2560,5242880,1.8188390731811523,0.369140625,0.0181884765625,20.29530201342282,1629.3260498046875,3.071778991478961
model.language_model.layers.24.mlp.gate_proj,mlp_up,24,0.5853658536585366,2560,10240,26214400,3.5184926986694336,0.330078125,0.0176239013671875,18.72900432900433,2279.49560546875,3.447904661741398
model.language_model.layers.24.mlp.up_proj,mlp_up,24,0.5853658536585366,2560,10240,26214400,1.1375727653503418,0.32421875,0.01898193359375,17.080385852090032,2359.178955078125,2.4002738805110204
model.language_model.layers.24.mlp.down_proj,mlp_down,24,0.5853658536585366,10240,2560,26214400,1.0369043350219727,0.4140625,0.01300811767578125,31.83108504398827,2422.369384765625,3.091918594495419
model.language_model.layers.24.per_layer_input_gate,other,24,0.5853658536585366,2560,256,655360,5.750766754150391,0.146484375,0.00839996337890625,17.438692098092645,225.89572143554688,2.7488921125231363
model.language_model.layers.24.per_layer_projection,other,24,0.5853658536585366,256,2560,655360,2.2171125411987305,0.72265625,0.04541015625,15.913978494623656,187.7155303955078,4.598486963725935
model.language_model.layers.25.self_attn.q_proj,attn_qkv,25,0.6097560975609756,2560,2048,5242880,4.213418483734131,0.330078125,0.0179443359375,18.39455782312925,1456.777099609375,2.6610683206688184
model.language_model.layers.25.self_attn.o_proj,attn_out,25,0.6097560975609756,2048,2560,5242880,1.6504287719726562,0.349609375,0.019744873046875,17.706336939721794,1579.3753662109375,2.3408843817859744
model.language_model.layers.25.mlp.gate_proj,mlp_up,25,0.6097560975609756,2560,10240,26214400,1.5637001991271973,0.3203125,0.01824951171875,17.551839464882942,2369.20556640625,2.8008972807909815
model.language_model.layers.25.mlp.up_proj,mlp_up,25,0.6097560975609756,2560,10240,26214400,0.32817721366882324,0.310546875,0.019317626953125,16.075829383886255,2406.395751953125,2.0484362412203763
model.language_model.layers.25.mlp.down_proj,mlp_down,25,0.6097560975609756,10240,2560,26214400,0.7565414905548096,0.486328125,0.01287841796875,37.76303317535545,2413.26953125,2.619987861747307
model.language_model.layers.25.per_layer_input_gate,other,25,0.6097560975609756,2560,256,655360,3.8303351402282715,0.21484375,0.01311492919921875,16.381617219313554,231.8429412841797,3.752572984561373
model.language_model.layers.25.per_layer_projection,other,25,0.6097560975609756,256,2560,655360,1.738508701324463,0.66796875,0.04608154296875,14.495364238410597,210.73243713378906,3.8880447653093535
model.language_model.layers.26.self_attn.q_proj,attn_qkv,26,0.6341463414634146,2560,2048,5242880,3.679175853729248,0.3515625,0.0182647705078125,19.24812030075188,1490.3289794921875,2.7085894765690286
model.language_model.layers.26.self_attn.o_proj,attn_out,26,0.6341463414634146,2048,2560,5242880,1.287428379058838,0.33203125,0.019775390625,16.790123456790123,1589.272705078125,2.424510736587352
model.language_model.layers.26.mlp.gate_proj,mlp_up,26,0.6341463414634146,2560,10240,26214400,0.993887186050415,0.322265625,0.0172119140625,18.72340425531915,2392.942626953125,3.047113031368391
model.language_model.layers.26.mlp.up_proj,mlp_up,26,0.6341463414634146,2560,10240,26214400,0.3380582332611084,0.291015625,0.01806640625,16.10810810810811,2424.801025390625,2.0921898044523712
model.language_model.layers.26.mlp.down_proj,mlp_down,26,0.6341463414634146,10240,2560,26214400,0.9387235641479492,0.36328125,0.01276397705078125,28.461446503287508,2385.250732421875,2.5568369081024884
model.language_model.layers.26.per_layer_input_gate,other,26,0.6341463414634146,2560,256,655360,4.8684611320495605,0.25390625,0.01290130615234375,19.68066232998226,224.48155212402344,3.3034068874010027
model.language_model.layers.26.per_layer_projection,other,26,0.6341463414634146,256,2560,655360,3.018118381500244,0.76171875,0.044158935546875,17.249481686247407,203.91432189941406,4.692296792182568
model.language_model.layers.27.self_attn.q_proj,attn_qkv,27,0.6585365853658537,2560,2048,5242880,4.192343711853027,0.349609375,0.016998291015625,20.567324955116696,1437.0567626953125,2.651342159010833
model.language_model.layers.27.self_attn.o_proj,attn_out,27,0.6585365853658537,2048,2560,5242880,1.2940196990966797,0.34765625,0.01934814453125,17.968454258675077,1546.57958984375,2.270109107394645
model.language_model.layers.27.mlp.gate_proj,mlp_up,27,0.6585365853658537,2560,10240,26214400,1.4034242630004883,0.337890625,0.0181732177734375,18.592779177162047,2380.47509765625,3.3714865722249288
model.language_model.layers.27.mlp.up_proj,mlp_up,27,0.6585365853658537,2560,10240,26214400,0.8072042465209961,0.353515625,0.01910400390625,18.50479233226837,2419.58740234375,2.367197667065133
model.language_model.layers.27.mlp.down_proj,mlp_down,27,0.6585365853658537,10240,2560,26214400,1.1088051795959473,0.41796875,0.012237548828125,34.15461346633416,2380.09033203125,2.5923030649202112
model.language_model.layers.27.per_layer_input_gate,other,27,0.6585365853658537,2560,256,655360,7.926994323730469,0.2001953125,0.011627197265625,17.21784776902887,218.41915893554688,3.2577412642283172
model.language_model.layers.27.per_layer_projection,other,27,0.6585365853658537,256,2560,655360,3.9718637466430664,0.67578125,0.043609619140625,15.496151154653603,205.2013702392578,3.3112831977211936
model.language_model.layers.28.self_attn.q_proj,attn_qkv,28,0.6829268292682927,2560,2048,5242880,3.5851035118103027,0.35546875,0.0178680419921875,19.894107600341588,1433.4541015625,2.642780397596624
model.language_model.layers.28.self_attn.o_proj,attn_out,28,0.6829268292682927,2048,2560,5242880,2.153169631958008,0.330078125,0.01824951171875,18.08695652173913,1578.3394775390625,2.5582401189132304
model.language_model.layers.28.mlp.gate_proj,mlp_up,28,0.6829268292682927,2560,10240,26214400,1.7767586708068848,0.333984375,0.017303466796875,19.3015873015873,2362.830078125,3.8145154266442356
model.language_model.layers.28.mlp.up_proj,mlp_up,28,0.6829268292682927,2560,10240,26214400,0.8989088535308838,0.46875,0.0181427001953125,25.836837678721615,2407.6845703125,2.5594823485449067
model.language_model.layers.28.mlp.down_proj,mlp_down,28,0.6829268292682927,10240,2560,26214400,1.420821189880371,0.408203125,0.0118408203125,34.47422680412371,2374.033203125,2.8436010302754284
model.language_model.layers.28.per_layer_input_gate,other,28,0.6829268292682927,2560,256,655360,6.772483825683594,0.189453125,0.01068878173828125,17.72448251249108,218.91265869140625,3.237413232733604
model.language_model.layers.28.per_layer_projection,other,28,0.6829268292682927,256,2560,655360,5.381145477294922,0.6484375,0.04254150390625,15.242467718794835,205.9732666015625,2.7023326820070763
model.language_model.layers.29.self_attn.q_proj,attn_qkv,29,0.7073170731707317,2560,4096,10485760,1.6906671524047852,0.26953125,0.01666259765625,16.175824175824175,1871.599609375,2.5216659574362805
model.language_model.layers.29.self_attn.o_proj,attn_out,29,0.7073170731707317,4096,2560,10485760,3.6231093406677246,0.384765625,0.01401519775390625,27.4534567229178,1954.4827880859375,3.0301907635569023
model.language_model.layers.29.mlp.gate_proj,mlp_up,29,0.7073170731707317,2560,10240,26214400,2.005237102508545,0.390625,0.0181427001953125,21.530698065601346,2331.955078125,4.781348389544128
model.language_model.layers.29.mlp.up_proj,mlp_up,29,0.7073170731707317,2560,10240,26214400,1.2605047225952148,0.3359375,0.0182952880859375,18.361968306922435,2399.62841796875,2.3290901236532773
model.language_model.layers.29.mlp.down_proj,mlp_down,29,0.7073170731707317,10240,2560,26214400,1.7024011611938477,0.33203125,0.01183319091796875,28.059316569954866,2405.42626953125,2.6979346478027986
model.language_model.layers.29.per_layer_input_gate,other,29,0.7073170731707317,2560,256,655360,3.601663589477539,0.11572265625,0.007770538330078125,14.892488954344625,222.74375915527344,2.8600759702363328
model.language_model.layers.29.per_layer_projection,other,29,0.7073170731707317,256,2560,655360,8.907384872436523,0.72265625,0.042327880859375,17.072819033886084,210.158447265625,3.5971114759179335
model.language_model.layers.30.self_attn.q_proj,attn_qkv,30,0.7317073170731707,2560,2048,5242880,4.552905559539795,0.318359375,0.01666259765625,19.106227106227106,1445.844970703125,2.519728790807638
model.language_model.layers.30.self_attn.o_proj,attn_out,30,0.7317073170731707,2048,2560,5242880,6.998869895935059,0.38671875,0.018218994140625,21.22613065326633,1555.2335205078125,3.12518526553204
model.language_model.layers.30.mlp.gate_proj,mlp_up,30,0.7317073170731707,2560,10240,26214400,2.0082550048828125,0.32421875,0.018310546875,17.706666666666667,2350.633544921875,4.464127904093309
model.language_model.layers.30.mlp.up_proj,mlp_up,30,0.7317073170731707,2560,10240,26214400,0.88193678855896,0.296875,0.018646240234375,15.921440261865794,2393.9755859375,2.389315385124611
model.language_model.layers.30.mlp.down_proj,mlp_down,30,0.7317073170731707,10240,2560,26214400,1.6443452835083008,0.66796875,0.01335906982421875,50.001142204454595,2437.846923828125,2.92671360651288
model.language_model.layers.30.per_layer_input_gate,other,30,0.7317073170731707,2560,256,655360,9.316208839416504,0.2578125,0.01300048828125,19.830985915492956,226.14231872558594,4.143080371426792
model.language_model.layers.30.per_layer_projection,other,30,0.7317073170731707,256,2560,655360,18.090282440185547,0.67578125,0.0282135009765625,23.952406706327746,203.97042846679688,1.8956238400110001
model.language_model.layers.31.self_attn.q_proj,attn_qkv,31,0.7560975609756098,2560,2048,5242880,3.6165452003479004,0.341796875,0.0183563232421875,18.62011637572735,1496.1278076171875,3.1206562540724634
model.language_model.layers.31.self_attn.o_proj,attn_out,31,0.7560975609756098,2048,2560,5242880,4.433635711669922,0.404296875,0.0189056396484375,21.38498789346247,1635.536865234375,3.8610170543285536
model.language_model.layers.31.mlp.gate_proj,mlp_up,31,0.7560975609756098,2560,10240,26214400,1.376701831817627,0.34375,0.0181732177734375,18.9151973131822,2386.118896484375,4.149559810610213
model.language_model.layers.31.mlp.up_proj,mlp_up,31,0.7560975609756098,2560,10240,26214400,0.39020442962646484,0.275390625,0.0186004638671875,14.80557834290402,2410.93359375,2.1993121929064685
model.language_model.layers.31.mlp.down_proj,mlp_down,31,0.7560975609756098,10240,2560,26214400,0.8772187232971191,0.435546875,0.01346588134765625,32.34447592067988,2432.768798828125,2.253410043092136
model.language_model.layers.31.per_layer_input_gate,other,31,0.7560975609756098,2560,256,655360,3.112563133239746,0.2314453125,0.01529693603515625,15.130174563591023,232.589599609375,3.7057866889796225
model.language_model.layers.31.per_layer_projection,other,31,0.7560975609756098,256,2560,655360,8.321768760681152,0.6875,0.03973388671875,17.302611367127497,212.93565368652344,2.1237779372096033
model.language_model.layers.32.self_attn.q_proj,attn_qkv,32,0.7804878048780488,2560,2048,5242880,4.2779951095581055,0.3359375,0.0177764892578125,18.897854077253218,1469.8089599609375,3.059825215808745
model.language_model.layers.32.self_attn.o_proj,attn_out,32,0.7804878048780488,2048,2560,5242880,1.3629779815673828,0.38671875,0.019683837890625,19.64651162790698,1584.3695068359375,2.6480614521504693
model.language_model.layers.32.mlp.gate_proj,mlp_up,32,0.7804878048780488,2560,10240,26214400,0.9376225471496582,0.390625,0.0196380615234375,19.89121989121989,2390.028076171875,5.027203267886568
model.language_model.layers.32.mlp.up_proj,mlp_up,32,0.7804878048780488,2560,10240,26214400,0.29034423828125,0.357421875,0.0198822021484375,17.97697620874904,2419.3818359375,2.330885723457546
model.language_model.layers.32.mlp.down_proj,mlp_down,32,0.7804878048780488,10240,2560,26214400,0.6336734294891357,0.388671875,0.0134735107421875,28.847112117780295,2420.67333984375,2.0856355028648146
model.language_model.layers.32.per_layer_input_gate,other,32,0.7804878048780488,2560,256,655360,6.012392997741699,0.30859375,0.015838623046875,19.483622350674374,234.93740844726562,4.027517263731139
model.language_model.layers.32.per_layer_projection,other,32,0.7804878048780488,256,2560,655360,6.17930793762207,0.69140625,0.0428466796875,16.136752136752136,207.90870666503906,1.8576477729846113
model.language_model.layers.33.self_attn.q_proj,attn_qkv,33,0.8048780487804879,2560,2048,5242880,3.4896364212036133,0.314453125,0.0176544189453125,17.811581676750215,1518.837158203125,3.976470984115973
model.language_model.layers.33.self_attn.o_proj,attn_out,33,0.8048780487804879,2048,2560,5242880,5.750617027282715,0.435546875,0.0183868408203125,23.687966804979254,1602.419677734375,3.6926992568422947
model.language_model.layers.33.mlp.gate_proj,mlp_up,33,0.8048780487804879,2560,10240,26214400,0.9356679916381836,0.36328125,0.018890380859375,19.231017770597738,2394.956298828125,4.820599304888046
model.language_model.layers.33.mlp.up_proj,mlp_up,33,0.8048780487804879,2560,10240,26214400,0.2825584411621094,0.26953125,0.0191650390625,14.063694267515924,2422.839599609375,2.2377526438827418
model.language_model.layers.33.mlp.down_proj,mlp_down,33,0.8048780487804879,10240,2560,26214400,0.8321609497070312,0.421875,0.01430511474609375,29.4912,2415.098876953125,2.2255857817829536
model.language_model.layers.33.per_layer_input_gate,other,33,0.8048780487804879,2560,256,655360,2.3236002922058105,0.2421875,0.01555633544921875,15.568415890142226,238.75527954101562,3.40765966055677
model.language_model.layers.33.per_layer_projection,other,33,0.8048780487804879,256,2560,655360,4.94163179397583,0.6875,0.043212890625,15.909604519774012,205.9690399169922,1.717078222623726
model.language_model.layers.34.self_attn.q_proj,attn_qkv,34,0.8292682926829268,2560,2048,5242880,3.3199410438537598,0.326171875,0.017486572265625,18.652705061082024,1497.3668212890625,3.50987949401682
model.language_model.layers.34.self_attn.o_proj,attn_out,34,0.8292682926829268,2048,2560,5242880,4.110996723175049,0.46875,0.019500732421875,24.037558685446008,1615.568359375,3.546283090049506
model.language_model.layers.34.mlp.gate_proj,mlp_up,34,0.8292682926829268,2560,10240,26214400,0.9548590183258057,0.3828125,0.019622802734375,19.50855365474339,2397.3193359375,4.800167750211633
model.language_model.layers.34.mlp.up_proj,mlp_up,34,0.8292682926829268,2560,10240,26214400,0.3088688850402832,0.298828125,0.01983642578125,15.064615384615385,2427.30322265625,2.2252863237569893
model.language_model.layers.34.mlp.down_proj,mlp_down,34,0.8292682926829268,10240,2560,26214400,0.7687568664550781,0.30859375,0.01406097412109375,21.946825827455235,2414.72119140625,2.3530926262269927
model.language_model.layers.34.per_layer_input_gate,other,34,0.8292682926829268,2560,256,655360,2.386852741241455,0.353515625,0.0160675048828125,22.001899335232668,240.61294555664062,3.416021774085187
model.language_model.layers.34.per_layer_projection,other,34,0.8292682926829268,256,2560,655360,4.96136474609375,0.69140625,0.043670654296875,15.832285115303984,205.3114776611328,1.7509950699727874
