layer_idx_in_block,layer_name,role,out_features,in_features,n_params,kl_div,top1_disagree,n_valid_positions,elapsed_s
18,model.language_model.layers.18.per_layer_projection,other,2560,256,655360,0.030932050198316574,0.05181346833705902,193,0.16371822357177734
19,model.language_model.layers.19.self_attn.q_proj,attn_qkv,2048,2560,5242880,0.002848874544724822,0.015544041059911251,193,0.16534042358398438
19,model.language_model.layers.19.self_attn.k_proj,attn_qkv,512,2560,1310720,0.0050940560176968575,0.010362694039940834,193,0.16271257400512695
19,model.language_model.layers.19.self_attn.v_proj,attn_qkv,512,2560,1310720,0.012326573953032494,0.020725388079881668,193,0.15587806701660156
19,model.language_model.layers.19.self_attn.o_proj,attn_out,2560,2048,5242880,0.007144016679376364,0.031088082119822502,193,0.16434764862060547
19,model.language_model.layers.19.mlp.gate_proj,mlp_up,10240,2560,26214400,0.009578374214470387,0.036269430071115494,193,0.17441868782043457
19,model.language_model.layers.19.mlp.up_proj,mlp_up,10240,2560,26214400,0.013166997581720352,0.02590673416852951,193,0.16850852966308594
19,model.language_model.layers.19.mlp.down_proj,mlp_down,2560,10240,26214400,0.012542981654405594,0.02590673416852951,193,0.16935324668884277
19,model.language_model.layers.19.per_layer_input_gate,other,256,2560,655360,0.10590629279613495,0.10362693667411804,193,0.1587686538696289
19,model.language_model.layers.19.per_layer_projection,other,2560,256,655360,0.006052812095731497,0.02590673416852951,193,0.15687966346740723
20,model.language_model.layers.20.self_attn.q_proj,attn_qkv,2048,2560,5242880,0.0036896562669426203,0.015544041059911251,193,0.1654219627380371
20,model.language_model.layers.20.self_attn.k_proj,attn_qkv,512,2560,1310720,0.0010661659762263298,0.010362694039940834,193,0.1575453281402588
20,model.language_model.layers.20.self_attn.v_proj,attn_qkv,512,2560,1310720,0.009644048288464546,0.031088082119822502,193,0.15862369537353516
20,model.language_model.layers.20.self_attn.o_proj,attn_out,2560,2048,5242880,0.02013394981622696,0.031088082119822502,193,0.16784882545471191
20,model.language_model.layers.20.mlp.gate_proj,mlp_up,10240,2560,26214400,0.012867096811532974,0.04663212224841118,193,0.17011809349060059
20,model.language_model.layers.20.mlp.up_proj,mlp_up,10240,2560,26214400,0.015156347304582596,0.05181346833705902,193,0.16241693496704102
20,model.language_model.layers.20.mlp.down_proj,mlp_down,2560,10240,26214400,0.02371392212808132,0.041450776159763336,193,0.16840791702270508
20,model.language_model.layers.20.per_layer_input_gate,other,256,2560,655360,0.015844782814383507,0.02590673416852951,193,0.16198420524597168
20,model.language_model.layers.20.per_layer_projection,other,2560,256,655360,0.020645204931497574,0.05699481815099716,193,0.16286349296569824
21,model.language_model.layers.21.self_attn.q_proj,attn_qkv,2048,2560,5242880,0.0034682690165936947,0.02590673416852951,193,0.16724324226379395
21,model.language_model.layers.21.self_attn.k_proj,attn_qkv,512,2560,1310720,0.003263502148911357,0.020725388079881668,193,0.1640167236328125
21,model.language_model.layers.21.self_attn.v_proj,attn_qkv,512,2560,1310720,0.019131101667881012,0.036269430071115494,193,0.15118002891540527
21,model.language_model.layers.21.self_attn.o_proj,attn_out,2560,2048,5242880,0.03773048147559166,0.06735751032829285,193,0.15911412239074707
21,model.language_model.layers.21.mlp.gate_proj,mlp_up,10240,2560,26214400,0.011387492530047894,0.020725388079881668,193,0.17469239234924316
21,model.language_model.layers.21.mlp.up_proj,mlp_up,10240,2560,26214400,0.01373476255685091,0.04663212224841118,193,0.1703343391418457
21,model.language_model.layers.21.mlp.down_proj,mlp_down,2560,10240,26214400,0.029697343707084656,0.05181346833705902,193,0.1721186637878418
21,model.language_model.layers.21.per_layer_input_gate,other,256,2560,655360,0.014221524819731712,0.031088082119822502,193,0.16020607948303223
21,model.language_model.layers.21.per_layer_projection,other,2560,256,655360,0.007955511100590229,0.020725388079881668,193,0.1545581817626953
22,model.language_model.layers.22.self_attn.q_proj,attn_qkv,2048,2560,5242880,0.013598088175058365,0.036269430071115494,193,0.16086959838867188
22,model.language_model.layers.22.self_attn.k_proj,attn_qkv,512,2560,1310720,0.04250025376677513,0.05181346833705902,193,0.16646742820739746
22,model.language_model.layers.22.self_attn.v_proj,attn_qkv,512,2560,1310720,0.12124598771333694,0.10880828648805618,193,0.16453909873962402
22,model.language_model.layers.22.self_attn.o_proj,attn_out,2560,2048,5242880,0.018807418644428253,0.036269430071115494,193,0.16118478775024414
22,model.language_model.layers.22.mlp.gate_proj,mlp_up,10240,2560,26214400,0.02636628784239292,0.020725388079881668,193,0.1679370403289795
22,model.language_model.layers.22.mlp.up_proj,mlp_up,10240,2560,26214400,0.033715974539518356,0.05699481815099716,193,0.16227483749389648
22,model.language_model.layers.22.mlp.down_proj,mlp_down,2560,10240,26214400,0.053759656846523285,0.06735751032829285,193,0.1719071865081787
22,model.language_model.layers.22.per_layer_input_gate,other,256,2560,655360,0.004195456393063068,0.015544041059911251,193,0.16412854194641113
