layer_name,role,layer_index,layer_index_normalized,n_in,n_out,n_params,weight_kurtosis,weight_max_abs,weight_mean_abs,weight_outlier_ratio,effective_rank,condition_proxy
model.layers.10.self_attn.k_proj,attn_qkv,10,0.37037037037037035,3072,1024,3145728,1.4719181060791016,0.4296875,0.0236053466796875,18.202973497091143,825.2058715820312,2.2953254295095378
model.layers.10.self_attn.v_proj,attn_qkv,10,0.37037037037037035,3072,1024,3145728,0.3628246784210205,0.0908203125,0.0092926025390625,9.773399014778326,900.7359619140625,1.3627686863034267
model.layers.10.self_attn.o_proj,attn_out,10,0.37037037037037035,3072,3072,9437184,1.8589792251586914,0.6171875,0.01103973388671875,55.90601243953006,2141.911865234375,2.244328951950494
model.layers.10.mlp.gate_proj,mlp_up,10,0.37037037037037035,3072,8192,25165824,1.164926528930664,0.4453125,0.014739990234375,30.211180124223603,2745.253662109375,4.593571849329462
model.layers.10.mlp.up_proj,mlp_up,10,0.37037037037037035,3072,8192,25165824,0.33130431175231934,0.2470703125,0.01381683349609375,17.88183324130315,2845.415771484375,1.8223288176721235
model.layers.10.mlp.down_proj,mlp_down,10,0.37037037037037035,8192,3072,25165824,0.9948582649230957,0.57421875,0.01354217529296875,42.40225352112676,2789.89501953125,2.8338313976139147
model.layers.11.self_attn.q_proj,attn_qkv,11,0.4074074074074074,3072,3072,9437184,0.6605880260467529,0.2255859375,0.0184326171875,12.23841059602649,2062.402099609375,4.489912410928999
model.layers.11.self_attn.k_proj,attn_qkv,11,0.4074074074074074,3072,1024,3145728,0.7819843292236328,0.2578125,0.02374267578125,10.858611825192803,829.9044799804688,2.736222809929698
model.layers.11.self_attn.v_proj,attn_qkv,11,0.4074074074074074,3072,1024,3145728,0.36713385581970215,0.1181640625,0.01099395751953125,10.748091603053435,921.2081298828125,1.3176863210474432
model.layers.11.self_attn.o_proj,attn_out,11,0.4074074074074074,3072,3072,9437184,1.7327961921691895,0.515625,0.01195526123046875,43.129546904913845,2174.863037109375,2.2560434974282786
model.layers.11.mlp.gate_proj,mlp_up,11,0.4074074074074074,3072,8192,25165824,1.4816017150878906,0.4921875,0.01447296142578125,34.00738007380074,2751.8486328125,4.672852633495968
model.layers.11.mlp.up_proj,mlp_up,11,0.4074074074074074,3072,8192,25165824,0.45301103591918945,0.494140625,0.01395416259765625,35.4117003827228,2858.721923828125,1.7558984317626063
model.layers.11.mlp.down_proj,mlp_down,11,0.4074074074074074,8192,3072,25165824,1.5791287422180176,0.96484375,0.01369476318359375,70.45348189415041,2817.379638671875,2.961507443696096
model.layers.12.self_attn.q_proj,attn_qkv,12,0.4444444444444444,3072,3072,9437184,1.2800636291503906,0.26171875,0.018096923828125,14.462057335581788,1946.2884521484375,3.5675125289976126
model.layers.12.self_attn.k_proj,attn_qkv,12,0.4444444444444444,3072,1024,3145728,1.2603225708007812,0.298828125,0.0235137939453125,12.708630759247242,800.69580078125,2.3487524263128328
model.layers.12.self_attn.v_proj,attn_qkv,12,0.4444444444444444,3072,1024,3145728,0.35791683197021484,0.14453125,0.00988006591796875,14.628571428571428,917.2452392578125,1.2559180875203706
model.layers.12.self_attn.o_proj,attn_out,12,0.4444444444444444,3072,3072,9437184,2.6154494285583496,0.8046875,0.01136016845703125,70.83411685695097,2156.561767578125,2.1072752912550468
model.layers.12.mlp.gate_proj,mlp_up,12,0.4444444444444444,3072,8192,25165824,2.2169880867004395,0.53125,0.0144500732421875,36.764519535374866,2746.5458984375,4.856921693920444
model.layers.12.mlp.up_proj,mlp_up,12,0.4444444444444444,3072,8192,25165824,0.42406535148620605,0.484375,0.01409149169921875,34.373578776394154,2848.032958984375,1.6699054575164016
model.layers.12.mlp.down_proj,mlp_down,12,0.4444444444444444,8192,3072,25165824,0.9803347587585449,0.9296875,0.01373291015625,67.69777777777777,2825.124267578125,2.294991027530982
model.layers.13.self_attn.q_proj,attn_qkv,13,0.48148148148148145,3072,3072,9437184,1.8054490089416504,0.35546875,0.0177001953125,20.082758620689656,1997.9327392578125,3.814523238013637
model.layers.13.self_attn.k_proj,attn_qkv,13,0.48148148148148145,3072,1024,3145728,2.0087342262268066,0.3828125,0.0233306884765625,16.408109875735775,825.8030395507812,2.44459231431411
model.layers.13.self_attn.v_proj,attn_qkv,13,0.48148148148148145,3072,1024,3145728,0.6056227684020996,0.11083984375,0.0101165771484375,10.956259426847662,939.2658081054688,1.1860036946873103
model.layers.13.self_attn.o_proj,attn_out,13,0.48148148148148145,3072,3072,9437184,0.8377516269683838,0.267578125,0.01152801513671875,23.211118464592985,2177.31298828125,1.8032019057302082
model.layers.13.mlp.gate_proj,mlp_up,13,0.48148148148148145,3072,8192,25165824,2.669405937194824,0.62890625,0.01456451416015625,43.18072289156626,2746.805419921875,4.859460426508766
model.layers.13.mlp.up_proj,mlp_up,13,0.48148148148148145,3072,8192,25165824,0.3740978240966797,0.390625,0.01409912109375,27.705627705627705,2861.071533203125,1.5845798909672826
model.layers.13.mlp.down_proj,mlp_down,13,0.48148148148148145,8192,3072,25165824,0.7078521251678467,0.828125,0.01386260986328125,59.73802971931756,2833.78076171875,2.225439760800101
model.layers.14.self_attn.q_proj,attn_qkv,14,0.5185185185185185,3072,3072,9437184,2.3970446586608887,0.41015625,0.0186309814453125,22.014742014742016,1954.4827880859375,4.033882919076143
model.layers.14.self_attn.k_proj,attn_qkv,14,0.5185185185185185,3072,1024,3145728,0.984856367111206,0.39453125,0.022857666015625,17.26034712950601,834.7930297851562,2.86344056765821
model.layers.14.self_attn.v_proj,attn_qkv,14,0.5185185185185185,3072,1024,3145728,0.7439677715301514,0.2177734375,0.01061248779296875,20.520488856937455,961.240478515625,1.3116740759834469
model.layers.14.self_attn.o_proj,attn_out,14,0.5185185185185185,3072,3072,9437184,1.7677030563354492,0.443359375,0.01210784912109375,36.61751732829237,2239.1015625,2.28402574688405
model.layers.14.mlp.gate_proj,mlp_up,14,0.5185185185185185,3072,8192,25165824,2.436436176300049,0.451171875,0.01486968994140625,30.341713699332992,2741.406494140625,5.024116472441324
model.layers.14.mlp.up_proj,mlp_up,14,0.5185185185185185,3072,8192,25165824,0.30361318588256836,0.388671875,0.01425933837890625,27.257356875334402,2859.66650390625,1.5900713479025477
model.layers.14.mlp.down_proj,mlp_down,14,0.5185185185185185,8192,3072,25165824,0.8144140243530273,0.671875,0.0139312744140625,48.22782037239869,2853.247314453125,2.356436744617863
model.layers.15.self_attn.q_proj,attn_qkv,15,0.5555555555555556,3072,3072,9437184,1.3434476852416992,0.259765625,0.01861572265625,13.954098360655738,2040.9205322265625,4.23161954229721
model.layers.15.self_attn.k_proj,attn_qkv,15,0.5555555555555556,3072,1024,3145728,1.2470550537109375,0.341796875,0.02276611328125,15.013404825737265,839.5790405273438,2.6391197718346544
model.layers.15.self_attn.v_proj,attn_qkv,15,0.5555555555555556,3072,1024,3145728,0.34216737747192383,0.09375,0.01094818115234375,8.563066202090592,964.6903076171875,1.225768123544741
model.layers.15.self_attn.o_proj,attn_out,15,0.5555555555555556,3072,3072,9437184,1.4712252616882324,0.431640625,0.012054443359375,35.80759493670886,2235.811279296875,2.450153302717469
model.layers.15.mlp.gate_proj,mlp_up,15,0.5555555555555556,3072,8192,25165824,1.6683297157287598,0.46484375,0.01552581787109375,29.94004914004914,2762.176513671875,5.098037446964252
model.layers.15.mlp.up_proj,mlp_up,15,0.5555555555555556,3072,8192,25165824,0.23034119606018066,0.353515625,0.0141754150390625,24.93864370290635,2857.42431640625,1.6874454120237727
model.layers.15.mlp.down_proj,mlp_down,15,0.5555555555555556,8192,3072,25165824,0.7598574161529541,0.6640625,0.013916015625,47.719298245614034,2861.19140625,2.132574843310589
model.layers.16.self_attn.q_proj,attn_qkv,16,0.5925925925925926,3072,3072,9437184,1.0920429229736328,0.30078125,0.0188751220703125,15.935327405012126,2135.62255859375,4.212689732934674
model.layers.16.self_attn.k_proj,attn_qkv,16,0.5925925925925926,3072,1024,3145728,0.9391241073608398,0.28515625,0.023681640625,12.041237113402062,851.1596069335938,2.631842574246693
model.layers.16.self_attn.v_proj,attn_qkv,16,0.5925925925925926,3072,1024,3145728,0.709458589553833,0.1318359375,0.01043701171875,12.631578947368421,930.1383666992188,1.3006179674825424
model.layers.16.self_attn.o_proj,attn_out,16,0.5925925925925926,3072,3072,9437184,0.8474531173706055,0.4609375,0.0120849609375,38.14141414141414,2293.314453125,2.359625744258577
model.layers.16.mlp.gate_proj,mlp_up,16,0.5925925925925926,3072,8192,25165824,1.3055658340454102,0.52734375,0.015869140625,33.23076923076923,2791.712646484375,4.631995219227479
model.layers.16.mlp.up_proj,mlp_up,16,0.5925925925925926,3072,8192,25165824,0.14541888236999512,0.2255859375,0.01412200927734375,15.974068071312804,2857.948974609375,1.7024692844334333
model.layers.16.mlp.down_proj,mlp_down,16,0.5925925925925926,8192,3072,25165824,0.3472871780395508,0.68359375,0.01395416259765625,48.988518316019686,2852.868896484375,1.9199592628498805
model.layers.17.self_attn.q_proj,attn_qkv,17,0.6296296296296297,3072,3072,9437184,0.940326452255249,0.26953125,0.0185699462890625,14.514379622021364,2177.57568359375,4.479993106623021
model.layers.17.self_attn.k_proj,attn_qkv,17,0.6296296296296297,3072,1024,3145728,0.9961676597595215,0.345703125,0.0226593017578125,15.256565656565657,880.4403686523438,2.939185261109188
model.layers.17.self_attn.v_proj,attn_qkv,17,0.6296296296296297,3072,1024,3145728,0.5745234489440918,0.1083984375,0.01062774658203125,10.199569274946159,940.031982421875,1.175028839366744
model.layers.17.self_attn.o_proj,attn_out,17,0.6296296296296297,3072,3072,9437184,0.6730937957763672,0.48046875,0.0122833251953125,39.11552795031056,2282.500732421875,2.215626185212201
model.layers.17.mlp.gate_proj,mlp_up,17,0.6296296296296297,3072,8192,25165824,1.2564153671264648,0.57421875,0.0159759521484375,35.94269340974212,2804.60302734375,4.396340830002637
model.layers.17.mlp.up_proj,mlp_up,17,0.6296296296296297,3072,8192,25165824,0.12243103981018066,0.2412109375,0.01410675048828125,17.098972417522987,2858.85400390625,1.699913066415211
model.layers.17.mlp.down_proj,mlp_down,17,0.6296296296296297,8192,3072,25165824,0.5008025169372559,0.8046875,0.0140228271484375,57.38411316648531,2859.393798828125,1.723604414684153
model.layers.18.self_attn.q_proj,attn_qkv,18,0.6666666666666666,3072,3072,9437184,1.1375999450683594,0.2119140625,0.0182647705078125,11.602339181286549,2163.6513671875,4.339389218357451
model.layers.18.self_attn.k_proj,attn_qkv,18,0.6666666666666666,3072,1024,3145728,1.1172833442687988,0.349609375,0.022125244140625,15.801379310344828,873.2564086914062,2.9105608847623587
model.layers.18.self_attn.v_proj,attn_qkv,18,0.6666666666666666,3072,1024,3145728,0.6409790515899658,0.1181640625,0.0111236572265625,10.622770919067216,948.5420532226562,1.2614936783784847
model.layers.18.self_attn.o_proj,attn_out,18,0.6666666666666666,3072,3072,9437184,1.1199250221252441,0.400390625,0.01210784912109375,33.06868304977946,2328.393798828125,2.5327202229833743
model.layers.18.mlp.gate_proj,mlp_up,18,0.6666666666666666,3072,8192,25165824,1.1115927696228027,0.443359375,0.015960693359375,27.778202676864243,2815.04833984375,4.339011881098853
model.layers.18.mlp.up_proj,mlp_up,18,0.6666666666666666,3072,8192,25165824,0.13500094413757324,0.349609375,0.01418304443359375,24.649811726734804,2859.93798828125,1.7363454657039143
model.layers.18.mlp.down_proj,mlp_down,18,0.6666666666666666,8192,3072,25165824,0.34297943115234375,0.62109375,0.014129638671875,43.956803455723545,2859.09521484375,1.8290281328047175
model.layers.19.self_attn.q_proj,attn_qkv,19,0.7037037037037037,3072,3072,9437184,0.9681658744812012,0.248046875,0.0181121826171875,13.69502948609941,2181.6455078125,4.860055839714308
model.layers.19.self_attn.k_proj,attn_qkv,19,0.7037037037037037,3072,1024,3145728,0.9972865581512451,0.365234375,0.0224151611328125,16.294077603812116,881.8251953125,2.961312681329989
model.layers.19.self_attn.v_proj,attn_qkv,19,0.7037037037037037,3072,1024,3145728,0.6345548629760742,0.15234375,0.01140594482421875,13.356521739130434,961.5948486328125,1.219660865263589
model.layers.19.self_attn.o_proj,attn_out,19,0.7037037037037037,3072,3072,9437184,1.6956806182861328,0.31640625,0.01244354248046875,25.42734518700184,2327.898681640625,1.9706502699540431
model.layers.19.mlp.gate_proj,mlp_up,19,0.7037037037037037,3072,8192,25165824,1.4378814697265625,0.625,0.0159454345703125,39.196172248803826,2820.32861328125,4.210930119738379
model.layers.19.mlp.up_proj,mlp_up,19,0.7037037037037037,3072,8192,25165824,0.16649603843688965,0.515625,0.014373779296875,35.87261146496815,2861.463134765625,1.81906798567253
model.layers.19.mlp.down_proj,mlp_down,19,0.7037037037037037,8192,3072,25165824,0.35416102409362793,0.7734375,0.014251708984375,54.269807280513916,2863.100830078125,1.7884549758277128
model.layers.20.self_attn.q_proj,attn_qkv,20,0.7407407407407407,3072,3072,9437184,0.6756484508514404,0.265625,0.0181884765625,14.604026845637584,2234.8349609375,4.878207464564628
model.layers.20.self_attn.k_proj,attn_qkv,20,0.7407407407407407,3072,1024,3145728,1.1773591041564941,0.33984375,0.0220794677734375,15.391845196959226,880.4660034179688,3.0593702382358066
model.layers.20.self_attn.v_proj,attn_qkv,20,0.7407407407407407,3072,1024,3145728,0.35794925689697266,0.1318359375,0.01262664794921875,10.441087613293051,950.98486328125,1.2775105678631535
model.layers.20.self_attn.o_proj,attn_out,20,0.7407407407407407,3072,3072,9437184,0.511772871017456,0.56640625,0.01305389404296875,43.389830508474574,2382.6318359375,2.071832093723222
model.layers.20.mlp.gate_proj,mlp_up,20,0.7407407407407407,3072,8192,25165824,0.880202054977417,0.5234375,0.0159454345703125,32.826794258373205,2826.302001953125,3.8580493127062847
model.layers.20.mlp.up_proj,mlp_up,20,0.7407407407407407,3072,8192,25165824,0.08926606178283691,0.2294921875,0.01457977294921875,15.740450026164313,2853.5927734375,1.7400823790660078
model.layers.20.mlp.down_proj,mlp_down,20,0.7407407407407407,8192,3072,25165824,0.30079030990600586,0.640625,0.014404296875,44.47457627118644,2847.68408203125,1.6538910887861344
model.layers.21.self_attn.q_proj,attn_qkv,21,0.7777777777777778,3072,3072,9437184,0.9055657386779785,0.28515625,0.017547607421875,16.250434782608696,2192.896240234375,4.752609334635284
model.layers.21.self_attn.k_proj,attn_qkv,21,0.7777777777777778,3072,1024,3145728,1.663665771484375,0.419921875,0.020660400390625,20.32496307237814,865.9683227539062,2.9703910946970344
model.layers.21.self_attn.v_proj,attn_qkv,21,0.7777777777777778,3072,1024,3145728,0.626950740814209,0.1572265625,0.01363372802734375,11.53217683268047,930.0829467773438,1.1575715063781569
model.layers.21.self_attn.o_proj,attn_out,21,0.7777777777777778,3072,3072,9437184,0.30267953872680664,0.318359375,0.01371002197265625,23.220923761825265,2366.873779296875,1.7816466064261651
model.layers.21.mlp.gate_proj,mlp_up,21,0.7777777777777778,3072,8192,25165824,0.9826176166534424,0.494140625,0.0160064697265625,30.871306005719735,2831.063232421875,3.4345067442786026
model.layers.21.mlp.up_proj,mlp_up,21,0.7777777777777778,3072,8192,25165824,0.10396337509155273,0.3984375,0.0146026611328125,27.28526645768025,2854.742919921875,1.6174314910114882
model.layers.21.mlp.down_proj,mlp_down,21,0.7777777777777778,8192,3072,25165824,0.2153174877166748,0.56640625,0.0144500732421875,39.19746568109821,2836.530517578125,1.7877001731599058
model.layers.22.self_attn.q_proj,attn_qkv,22,0.8148148148148148,3072,3072,9437184,0.8724594116210938,0.294921875,0.017547607421875,16.80695652173913,2222.689697265625,5.0290217858919135
model.layers.22.self_attn.k_proj,attn_qkv,22,0.8148148148148148,3072,1024,3145728,1.8488640785217285,0.4375,0.0203399658203125,21.509377344336084,860.374755859375,2.9494407136536718
model.layers.22.self_attn.v_proj,attn_qkv,22,0.8148148148148148,3072,1024,3145728,0.5763249397277832,0.1591796875,0.01383209228515625,11.507997793712079,946.931396484375,1.246995426925195
model.layers.22.self_attn.o_proj,attn_out,22,0.8148148148148148,3072,3072,9437184,0.6434223651885986,0.36328125,0.01378631591796875,26.350857775318207,2384.701416015625,1.978698886869452
model.layers.22.mlp.gate_proj,mlp_up,22,0.8148148148148148,3072,8192,25165824,0.9866867065429688,0.57421875,0.0160980224609375,35.670142180094786,2833.001220703125,3.3604046037316873
model.layers.22.mlp.up_proj,mlp_up,22,0.8148148148148148,3072,8192,25165824,0.0964202880859375,0.26953125,0.0146636962890625,18.380853277835588,2857.902587890625,1.6661454361748134
model.layers.22.mlp.down_proj,mlp_down,22,0.8148148148148148,8192,3072,25165824,0.23812007904052734,0.65234375,0.01450347900390625,44.97843240399789,2820.52490234375,1.7625946172342355
model.layers.23.self_attn.q_proj,attn_qkv,23,0.8518518518518519,3072,3072,9437184,0.7866675853729248,0.2314453125,0.0175323486328125,13.201044386422977,2223.80712890625,4.624730840583592
model.layers.23.self_attn.k_proj,attn_qkv,23,0.8518518518518519,3072,1024,3145728,1.6578378677368164,0.41015625,0.021209716796875,19.33812949640288,860.7416381835938,2.935706866535198
model.layers.23.self_attn.v_proj,attn_qkv,23,0.8518518518518519,3072,1024,3145728,0.39488983154296875,0.15234375,0.01425933837890625,10.68378812199037,973.933349609375,1.2799468014159263
