layer_idx_in_block,layer_name,role,out_features,in_features,n_params,kl_div,top1_disagree,n_valid_positions,elapsed_s
10,model.layers.10.mlp.gate_proj,mlp_up,8192,3072,25165824,0.018435541540384293,0.04615384712815285,195,0.09916448593139648
10,model.layers.10.mlp.up_proj,mlp_up,8192,3072,25165824,0.032708171755075455,0.04615384712815285,195,0.10130953788757324
10,model.layers.10.mlp.down_proj,mlp_down,3072,8192,25165824,0.03703923150897026,0.061538465321063995,195,0.10385656356811523
11,model.layers.11.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.010336210951209068,0.020512821152806282,195,0.07648587226867676
11,model.layers.11.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.011870954185724258,0.05128205195069313,195,0.07263755798339844
11,model.layers.11.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.007134282495826483,0.03589743748307228,195,0.07437729835510254
11,model.layers.11.self_attn.o_proj,attn_out,3072,3072,9437184,0.020681040361523628,0.03589743748307228,195,0.0774698257446289
11,model.layers.11.mlp.gate_proj,mlp_up,8192,3072,25165824,0.02001556009054184,0.041025642305612564,195,0.09768342971801758
11,model.layers.11.mlp.up_proj,mlp_up,8192,3072,25165824,0.030467607080936432,0.056410256773233414,195,0.09962582588195801
11,model.layers.11.mlp.down_proj,mlp_down,3072,8192,25165824,0.04407462105154991,0.056410256773233414,195,0.09723186492919922
12,model.layers.12.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.009040353819727898,0.04615384712815285,195,0.07423973083496094
12,model.layers.12.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.0037622994277626276,0.010256410576403141,195,0.0755007266998291
12,model.layers.12.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.007670479826629162,0.03589743748307228,195,0.0741891860961914
12,model.layers.12.self_attn.o_proj,attn_out,3072,3072,9437184,0.027920279651880264,0.04615384712815285,195,0.07594156265258789
12,model.layers.12.mlp.gate_proj,mlp_up,8192,3072,25165824,0.023960338905453682,0.041025642305612564,195,0.09763240814208984
12,model.layers.12.mlp.up_proj,mlp_up,8192,3072,25165824,0.026018818840384483,0.04615384712815285,195,0.09773516654968262
12,model.layers.12.mlp.down_proj,mlp_down,3072,8192,25165824,0.05400850623846054,0.07692307978868484,195,0.09691262245178223
13,model.layers.13.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.022331977263092995,0.05128205195069313,195,0.076995849609375
13,model.layers.13.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.014213244430720806,0.030769232660531998,195,0.07434678077697754
13,model.layers.13.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.00814627856016159,0.03589743748307228,195,0.07359004020690918
13,model.layers.13.self_attn.o_proj,attn_out,3072,3072,9437184,0.02191895619034767,0.05128205195069313,195,0.07699871063232422
13,model.layers.13.mlp.gate_proj,mlp_up,8192,3072,25165824,0.02835557982325554,0.05128205195069313,195,0.09685230255126953
13,model.layers.13.mlp.up_proj,mlp_up,8192,3072,25165824,0.03366999700665474,0.07692307978868484,195,0.09577608108520508
13,model.layers.13.mlp.down_proj,mlp_down,3072,8192,25165824,0.05992593243718147,0.05128205195069313,195,0.09998130798339844
14,model.layers.14.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.021263781934976578,0.06666667014360428,195,0.07669997215270996
14,model.layers.14.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.011822476051747799,0.06666667014360428,195,0.07454180717468262
14,model.layers.14.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.010967178270220757,0.030769232660531998,195,0.07574844360351562
14,model.layers.14.self_attn.o_proj,attn_out,3072,3072,9437184,0.029282426461577415,0.061538465321063995,195,0.07666826248168945
14,model.layers.14.mlp.gate_proj,mlp_up,8192,3072,25165824,0.039609283208847046,0.056410256773233414,195,0.09886765480041504
14,model.layers.14.mlp.up_proj,mlp_up,8192,3072,25165824,0.03778740018606186,0.061538465321063995,195,0.1017446517944336
14,model.layers.14.mlp.down_proj,mlp_down,3072,8192,25165824,0.0532926544547081,0.056410256773233414,195,0.09915375709533691
15,model.layers.15.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.01721770688891411,0.05128205195069313,195,0.07585501670837402
15,model.layers.15.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.006261703558266163,0.025641025975346565,195,0.07210016250610352
15,model.layers.15.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.007567420601844788,0.041025642305612564,195,0.07069039344787598
15,model.layers.15.self_attn.o_proj,attn_out,3072,3072,9437184,0.012996157631278038,0.03589743748307228,195,0.07527875900268555
15,model.layers.15.mlp.gate_proj,mlp_up,8192,3072,25165824,0.03334386274218559,0.06666667014360428,195,0.10010743141174316
