layer_idx_in_block,layer_name,role,out_features,in_features,n_params,kl_div,top1_disagree,n_valid_positions,elapsed_s
0,model.layers.0.self_attn.q_proj,attn_qkv,4096,4096,16777216,4.4907046685693786e-05,0.0,195,0.22745823860168457
0,model.layers.0.self_attn.k_proj,attn_qkv,1024,4096,4194304,7.235926750581712e-05,0.010256410576403141,195,0.17848753929138184
0,model.layers.0.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.004017907660454512,0.010256410576403141,195,0.1640617847442627
0,model.layers.0.self_attn.o_proj,attn_out,4096,4096,16777216,0.0004069315327797085,0.010256410576403141,195,0.17558836936950684
0,model.layers.0.mlp.gate_proj,mlp_up,14336,4096,58720256,0.0003493292606435716,0.0,195,0.20897579193115234
0,model.layers.0.mlp.up_proj,mlp_up,14336,4096,58720256,0.0004906785907223821,0.0,195,0.21860003471374512
0,model.layers.0.mlp.down_proj,mlp_down,4096,14336,58720256,0.004514648113399744,0.08717948943376541,195,0.21828818321228027
1,model.layers.1.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.00015454784443136305,0.0051282052882015705,195,0.16958117485046387
1,model.layers.1.self_attn.k_proj,attn_qkv,1024,4096,4194304,5.3110881708562374e-05,0.0,195,0.15694427490234375
1,model.layers.1.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0009688090067356825,0.010256410576403141,195,0.14954090118408203
1,model.layers.1.self_attn.o_proj,attn_out,4096,4096,16777216,0.000714124646037817,0.025641025975346565,195,0.16779828071594238
1,model.layers.1.mlp.gate_proj,mlp_up,14336,4096,58720256,0.0033244623336941004,0.015384616330265999,195,0.21059846878051758
1,model.layers.1.mlp.up_proj,mlp_up,14336,4096,58720256,0.0013575067277997732,0.010256410576403141,195,0.21131229400634766
1,model.layers.1.mlp.down_proj,mlp_down,4096,14336,58720256,0.079233318567276,0.07692307978868484,195,0.208770751953125
2,model.layers.2.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.00020763503562193364,0.015384616330265999,195,0.16959166526794434
2,model.layers.2.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.00036354848998598754,0.0051282052882015705,195,0.1453227996826172
2,model.layers.2.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0004480385687202215,0.010256410576403141,195,0.15249133110046387
2,model.layers.2.self_attn.o_proj,attn_out,4096,4096,16777216,0.00027233900618739426,0.0051282052882015705,195,0.16832923889160156
2,model.layers.2.mlp.gate_proj,mlp_up,14336,4096,58720256,0.000607201480306685,0.0051282052882015705,195,0.2120809555053711
2,model.layers.2.mlp.up_proj,mlp_up,14336,4096,58720256,0.001238046563230455,0.0,195,0.2113511562347412
2,model.layers.2.mlp.down_proj,mlp_down,4096,14336,58720256,0.0009900769218802452,0.0051282052882015705,195,0.20680880546569824
3,model.layers.3.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.00020079036767128855,0.0,195,0.17173504829406738
3,model.layers.3.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.00011373546294635162,0.010256410576403141,195,0.15261507034301758
3,model.layers.3.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0007460358901880682,0.0,195,0.1548779010772705
3,model.layers.3.self_attn.o_proj,attn_out,4096,4096,16777216,0.0003084015042986721,0.010256410576403141,195,0.17226314544677734
3,model.layers.3.mlp.gate_proj,mlp_up,14336,4096,58720256,0.0005555968964472413,0.020512821152806282,195,0.21044230461120605
3,model.layers.3.mlp.up_proj,mlp_up,14336,4096,58720256,0.0007209895993582904,0.010256410576403141,195,0.2041938304901123
3,model.layers.3.mlp.down_proj,mlp_down,4096,14336,58720256,0.0012313384795561433,0.030769232660531998,195,0.22060179710388184
4,model.layers.4.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.00014857956557534635,0.0,195,0.16785883903503418
4,model.layers.4.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.0001139431115007028,0.0051282052882015705,195,0.15285110473632812
4,model.layers.4.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0003713515179697424,0.015384616330265999,195,0.1541306972503662
4,model.layers.4.self_attn.o_proj,attn_out,4096,4096,16777216,0.0003472951066214591,0.010256410576403141,195,0.16775727272033691
4,model.layers.4.mlp.gate_proj,mlp_up,14336,4096,58720256,0.0006314220372587442,0.010256410576403141,195,0.2124626636505127
4,model.layers.4.mlp.up_proj,mlp_up,14336,4096,58720256,0.0007705705356784165,0.020512821152806282,195,0.2139575481414795
4,model.layers.4.mlp.down_proj,mlp_down,4096,14336,58720256,0.001123290043324232,0.0051282052882015705,195,0.21430587768554688
5,model.layers.5.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.0001600821124156937,0.010256410576403141,195,0.1671767234802246
5,model.layers.5.self_attn.k_proj,attn_qkv,1024,4096,4194304,8.025767601793632e-05,0.0051282052882015705,195,0.15079474449157715
5,model.layers.5.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0004933714517392218,0.0051282052882015705,195,0.14820313453674316
5,model.layers.5.self_attn.o_proj,attn_out,4096,4096,16777216,0.0003568229149095714,0.0051282052882015705,195,0.16632890701293945
5,model.layers.5.mlp.gate_proj,mlp_up,14336,4096,58720256,0.000615724187809974,0.0051282052882015705,195,0.21319866180419922
5,model.layers.5.mlp.up_proj,mlp_up,14336,4096,58720256,0.0005949494079686701,0.0051282052882015705,195,0.21756243705749512
5,model.layers.5.mlp.down_proj,mlp_down,4096,14336,58720256,0.001271569519303739,0.0051282052882015705,195,0.21513080596923828
6,model.layers.6.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.00013224066060502082,0.0,195,0.16518259048461914
6,model.layers.6.self_attn.k_proj,attn_qkv,1024,4096,4194304,8.044605783652514e-05,0.0,195,0.1518564224243164
6,model.layers.6.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.00022888679814059287,0.0051282052882015705,195,0.1538071632385254
6,model.layers.6.self_attn.o_proj,attn_out,4096,4096,16777216,0.00035505081177689135,0.010256410576403141,195,0.1647026538848877
6,model.layers.6.mlp.gate_proj,mlp_up,14336,4096,58720256,0.0006770369363948703,0.0051282052882015705,195,0.21340465545654297
6,model.layers.6.mlp.up_proj,mlp_up,14336,4096,58720256,0.0007048748666420579,0.010256410576403141,195,0.218369722366333
6,model.layers.6.mlp.down_proj,mlp_down,4096,14336,58720256,0.0010654033394530416,0.0051282052882015705,195,0.21411371231079102
7,model.layers.7.self_attn.q_proj,attn_qkv,4096,4096,16777216,9.567166853230447e-05,0.0051282052882015705,195,0.1710357666015625
7,model.layers.7.self_attn.k_proj,attn_qkv,1024,4096,4194304,7.718188862781972e-05,0.0051282052882015705,195,0.15714740753173828
7,model.layers.7.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0003810495254583657,0.0051282052882015705,195,0.15481877326965332
7,model.layers.7.self_attn.o_proj,attn_out,4096,4096,16777216,0.0005978942499496043,0.010256410576403141,195,0.1722416877746582
7,model.layers.7.mlp.gate_proj,mlp_up,14336,4096,58720256,0.0007541350205428898,0.010256410576403141,195,0.21288752555847168
7,model.layers.7.mlp.up_proj,mlp_up,14336,4096,58720256,0.0005564599414356053,0.010256410576403141,195,0.21616816520690918
7,model.layers.7.mlp.down_proj,mlp_down,4096,14336,58720256,0.001094249659217894,0.010256410576403141,195,0.21739912033081055
8,model.layers.8.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.00010644524445524439,0.0051282052882015705,195,0.17142915725708008
8,model.layers.8.self_attn.k_proj,attn_qkv,1024,4096,4194304,9.388467151438817e-05,0.0,195,0.15566515922546387
8,model.layers.8.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.00022223028645385057,0.0051282052882015705,195,0.15041279792785645
8,model.layers.8.self_attn.o_proj,attn_out,4096,4096,16777216,0.0006626644171774387,0.010256410576403141,195,0.16463112831115723
8,model.layers.8.mlp.gate_proj,mlp_up,14336,4096,58720256,0.0005059792893007398,0.0051282052882015705,195,0.21953272819519043
8,model.layers.8.mlp.up_proj,mlp_up,14336,4096,58720256,0.000556204526219517,0.010256410576403141,195,0.21648645401000977
8,model.layers.8.mlp.down_proj,mlp_down,4096,14336,58720256,0.0010757528943940997,0.010256410576403141,195,0.21594643592834473
9,model.layers.9.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.00010784278128994629,0.0051282052882015705,195,0.16605687141418457
9,model.layers.9.self_attn.k_proj,attn_qkv,1024,4096,4194304,7.489020936191082e-05,0.0051282052882015705,195,0.14842581748962402
9,model.layers.9.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0005220096791163087,0.0051282052882015705,195,0.1518244743347168
9,model.layers.9.self_attn.o_proj,attn_out,4096,4096,16777216,0.0009830477647483349,0.020512821152806282,195,0.1691281795501709
9,model.layers.9.mlp.gate_proj,mlp_up,14336,4096,58720256,0.0005341096548363566,0.010256410576403141,195,0.21477007865905762
9,model.layers.9.mlp.up_proj,mlp_up,14336,4096,58720256,0.0007132720202207565,0.0,195,0.21738696098327637
9,model.layers.9.mlp.down_proj,mlp_down,4096,14336,58720256,0.0009349756292067468,0.0051282052882015705,195,0.21052837371826172
10,model.layers.10.self_attn.q_proj,attn_qkv,4096,4096,16777216,7.397670560749248e-05,0.0,195,0.17168521881103516
10,model.layers.10.self_attn.k_proj,attn_qkv,1024,4096,4194304,6.91853929311037e-05,0.0051282052882015705,195,0.15254998207092285
10,model.layers.10.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.00027949997456744313,0.0,195,0.15204691886901855
10,model.layers.10.self_attn.o_proj,attn_out,4096,4096,16777216,0.0005088409525342286,0.010256410576403141,195,0.16964149475097656
10,model.layers.10.mlp.gate_proj,mlp_up,14336,4096,58720256,0.0004520291113294661,0.0051282052882015705,195,0.21698260307312012
10,model.layers.10.mlp.up_proj,mlp_up,14336,4096,58720256,0.0004746955819427967,0.0051282052882015705,195,0.216400146484375
10,model.layers.10.mlp.down_proj,mlp_down,4096,14336,58720256,0.0007580340025015175,0.0051282052882015705,195,0.21978425979614258
11,model.layers.11.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.00016955258615780622,0.0051282052882015705,195,0.16729164123535156
11,model.layers.11.self_attn.k_proj,attn_qkv,1024,4096,4194304,0.00010333795944461599,0.010256410576403141,195,0.1546170711517334
11,model.layers.11.self_attn.v_proj,attn_qkv,1024,4096,4194304,0.0002787326811812818,0.0,195,0.15079188346862793
11,model.layers.11.self_attn.o_proj,attn_out,4096,4096,16777216,0.000898693804629147,0.010256410576403141,195,0.16208434104919434
11,model.layers.11.mlp.gate_proj,mlp_up,14336,4096,58720256,0.000462226162198931,0.010256410576403141,195,0.21385788917541504
11,model.layers.11.mlp.up_proj,mlp_up,14336,4096,58720256,0.0006317308288998902,0.0,195,0.21594977378845215
11,model.layers.11.mlp.down_proj,mlp_down,4096,14336,58720256,0.0009208081755787134,0.010256410576403141,195,0.22632718086242676
12,model.layers.12.self_attn.q_proj,attn_qkv,4096,4096,16777216,0.00010416809527669102,0.0051282052882015705,195,0.17079830169677734
