layer_name,role,layer_index,layer_index_normalized,n_in,n_out,n_params,weight_kurtosis,weight_max_abs,weight_mean_abs,weight_outlier_ratio,effective_rank,condition_proxy
model.layers.0.self_attn.q_proj,attn_qkv,0,0.0,4096,4096,16777216,17.317468643188477,0.74609375,0.0103912353515625,71.80029368575624,1257.0838623046875,13.163304988574986
model.layers.0.self_attn.k_proj,attn_qkv,0,0.0,4096,1024,4194304,15.6715087890625,0.69921875,0.01531982421875,45.64143426294821,470.7781677246094,4.836450709071028
model.layers.0.self_attn.v_proj,attn_qkv,0,0.0,4096,1024,4194304,2.4372758865356445,0.06103515625,0.0049896240234375,12.232415902140673,934.0099487304688,2.635767104553292
model.layers.0.self_attn.o_proj,attn_out,0,0.0,4096,4096,16777216,9.094297409057617,0.462890625,0.006351470947265625,72.87927927927927,2823.504150390625,4.644168166867446
model.layers.0.mlp.gate_proj,mlp_up,0,0.0,4096,14336,58720256,1.13232421875,0.59765625,0.01007843017578125,59.300529901589705,3738.413330078125,4.189169231516291
model.layers.0.mlp.up_proj,mlp_up,0,0.0,4096,14336,58720256,0.20863771438598633,0.1962890625,0.00928497314453125,21.1405094494659,3867.134765625,2.752219720745823
model.layers.0.mlp.down_proj,mlp_down,0,0.0,14336,4096,58720256,3.0547142028808594,0.61328125,0.00927734375,66.10526315789474,3884.173828125,3.3662147687663624
model.layers.1.self_attn.q_proj,attn_qkv,1,0.03225806451612903,4096,4096,16777216,3.409304141998291,0.53515625,0.013824462890625,38.71081677704194,2145.01904296875,4.641888430141271
model.layers.1.self_attn.k_proj,attn_qkv,1,0.03225806451612903,4096,1024,4194304,3.7008914947509766,0.35546875,0.019195556640625,18.518282988871224,683.3154296875,2.562852393126968
model.layers.1.self_attn.v_proj,attn_qkv,1,0.03225806451612903,4096,1024,4194304,0.49454188346862793,0.0966796875,0.006931304931640625,13.948266373142543,961.4288940429688,1.494653303419072
model.layers.1.self_attn.o_proj,attn_out,1,0.03225806451612903,4096,4096,16777216,7.2526397705078125,0.4140625,0.007320404052734375,56.56279312141741,2910.677001953125,4.268497150166918
model.layers.1.mlp.gate_proj,mlp_up,1,0.03225806451612903,4096,14336,58720256,0.9615483283996582,0.52734375,0.01025390625,51.42857142857143,3778.994140625,3.012275381444614
model.layers.1.mlp.up_proj,mlp_up,1,0.03225806451612903,4096,14336,58720256,0.8782777786254883,0.462890625,0.00946044921875,48.92903225806452,3857.528564453125,1.614405064410862
model.layers.1.mlp.down_proj,mlp_down,1,0.03225806451612903,14336,4096,58720256,1.7089519500732422,0.70703125,0.0094451904296875,74.8562197092084,3909.873291015625,2.5294036619754916
model.layers.2.self_attn.q_proj,attn_qkv,2,0.06451612903225806,4096,4096,16777216,1.7755532264709473,0.26171875,0.0139617919921875,18.74535519125683,2719.7509765625,3.8710804173640416
model.layers.2.self_attn.k_proj,attn_qkv,2,0.06451612903225806,4096,1024,4194304,2.3208794593811035,0.349609375,0.0204315185546875,17.11127707244212,825.2259521484375,2.2870538169433297
model.layers.2.self_attn.v_proj,attn_qkv,2,0.06451612903225806,4096,1024,4194304,0.5740914344787598,0.05859375,0.005725860595703125,10.233177881412391,940.1969604492188,1.4068748401987048
model.layers.2.self_attn.o_proj,attn_out,2,0.06451612903225806,4096,4096,16777216,3.8733325004577637,0.345703125,0.00675201416015625,51.2,2926.296875,4.221559228769512
model.layers.2.mlp.gate_proj,mlp_up,2,0.06451612903225806,4096,14336,58720256,0.45586371421813965,0.32421875,0.01050567626953125,30.861292665214233,3843.3837890625,3.602719229271793
model.layers.2.mlp.up_proj,mlp_up,2,0.06451612903225806,4096,14336,58720256,0.20278668403625488,0.248046875,0.009429931640625,26.3042071197411,3885.381591796875,1.5963795241233818
model.layers.2.mlp.down_proj,mlp_down,2,0.06451612903225806,14336,4096,58720256,0.6738383769989014,0.60546875,0.00946807861328125,63.94842868654311,3864.904296875,2.3660249626124483
model.layers.3.self_attn.q_proj,attn_qkv,3,0.0967741935483871,4096,4096,16777216,1.1086254119873047,0.21875,0.01427459716796875,15.324425440940674,2836.1923828125,4.258311191288808
model.layers.3.self_attn.k_proj,attn_qkv,3,0.0967741935483871,4096,1024,4194304,1.4398283958435059,0.283203125,0.0209503173828125,13.517844136926438,854.974365234375,2.3441316111553583
model.layers.3.self_attn.v_proj,attn_qkv,3,0.0967741935483871,4096,1024,4194304,0.47530031204223633,0.1357421875,0.00681304931640625,19.923852183650617,970.9041137695312,1.2206427659668087
model.layers.3.self_attn.o_proj,attn_out,3,0.0967741935483871,4096,4096,16777216,1.7191786766052246,0.376953125,0.0078887939453125,47.783365570599614,3037.489013671875,3.51177367512907
model.layers.3.mlp.gate_proj,mlp_up,3,0.0967741935483871,4096,14336,58720256,0.6814610958099365,0.5078125,0.0110321044921875,46.03042876901798,3823.433837890625,3.9400413501434066
model.layers.3.mlp.up_proj,mlp_up,3,0.0967741935483871,4096,14336,58720256,0.20157670974731445,0.275390625,0.00928497314453125,29.659819227608875,3899.915283203125,1.5262588110108481
model.layers.3.mlp.down_proj,mlp_down,3,0.0967741935483871,14336,4096,58720256,0.5747191905975342,0.546875,0.00925445556640625,59.09315746084089,3844.3515625,2.0876563695793666
model.layers.4.self_attn.q_proj,attn_qkv,4,0.12903225806451613,4096,4096,16777216,1.7340240478515625,0.330078125,0.0140228271484375,23.538628944504897,2773.044189453125,4.072110899229169
model.layers.4.self_attn.k_proj,attn_qkv,4,0.12903225806451613,4096,1024,4194304,1.626253604888916,0.3359375,0.0207977294921875,16.152604548789434,851.9148559570312,2.3921748202750663
model.layers.4.self_attn.v_proj,attn_qkv,4,0.12903225806451613,4096,1024,4194304,0.5769085884094238,0.07421875,0.007251739501953125,10.234613361388742,955.358154296875,1.2776978422921637
model.layers.4.self_attn.o_proj,attn_out,4,0.12903225806451613,4096,4096,16777216,2.640326976776123,0.357421875,0.00795745849609375,44.916586768935765,2962.183349609375,2.847922044424842
model.layers.4.mlp.gate_proj,mlp_up,4,0.12903225806451613,4096,14336,58720256,0.6374199390411377,0.392578125,0.0115203857421875,34.07682119205298,3824.64111328125,4.475934255567946
model.layers.4.mlp.up_proj,mlp_up,4,0.12903225806451613,4096,14336,58720256,0.3772408962249756,0.3046875,0.00907135009765625,33.5878889823381,3914.540771484375,1.6261467839777974
model.layers.4.mlp.down_proj,mlp_down,4,0.12903225806451613,14336,4096,58720256,0.9757111072540283,0.65625,0.0090484619140625,72.52613827993255,3860.79296875,2.3592135519556106
model.layers.5.self_attn.q_proj,attn_qkv,5,0.16129032258064516,4096,4096,16777216,1.6836061477661133,0.2578125,0.01389312744140625,18.556836902800658,2661.857177734375,3.7124685935474884
model.layers.5.self_attn.k_proj,attn_qkv,5,0.16129032258064516,4096,1024,4194304,3.005833148956299,0.52734375,0.0206451416015625,25.543237250554323,850.5895385742188,2.3936429537884383
model.layers.5.self_attn.v_proj,attn_qkv,5,0.16129032258064516,4096,1024,4194304,0.4527120590209961,0.1357421875,0.00611114501953125,22.21223470661673,948.0324096679688,1.3133258982572964
model.layers.5.self_attn.o_proj,attn_out,5,0.16129032258064516,4096,4096,16777216,1.2013497352600098,0.34765625,0.00738525390625,47.074380165289256,2910.217529296875,2.421917773912254
model.layers.5.mlp.gate_proj,mlp_up,5,0.16129032258064516,4096,14336,58720256,0.49094176292419434,0.41796875,0.01152801513671875,36.25678358702846,3813.1943359375,4.463898164254174
model.layers.5.mlp.up_proj,mlp_up,5,0.16129032258064516,4096,14336,58720256,0.29904866218566895,0.427734375,0.00913238525390625,46.83709273182957,3900.2724609375,1.7836251229235658
model.layers.5.mlp.down_proj,mlp_down,5,0.16129032258064516,14336,4096,58720256,1.1249265670776367,0.6015625,0.00908660888671875,66.2031905961377,3847.13525390625,2.2627998897167236
model.layers.6.self_attn.q_proj,attn_qkv,6,0.1935483870967742,4096,4096,16777216,1.398392677307129,0.2734375,0.014312744140625,19.104477611940297,2762.71533203125,3.699970177752979
model.layers.6.self_attn.k_proj,attn_qkv,6,0.1935483870967742,4096,1024,4194304,1.1107168197631836,0.287109375,0.02117919921875,13.556195965417867,871.4136962890625,2.5968341190795843
model.layers.6.self_attn.v_proj,attn_qkv,6,0.1935483870967742,4096,1024,4194304,0.3660144805908203,0.0595703125,0.006622314453125,8.995391705069125,957.1109008789062,1.3720083582319262
model.layers.6.self_attn.o_proj,attn_out,6,0.1935483870967742,4096,4096,16777216,2.5043463706970215,0.6953125,0.007755279541015625,89.65666502705362,2948.966796875,2.4258937905837503
